"","cia_ano","ano","cd_cvm","ativo_total","ativo_circulante","ativo_nao_circulante","passivo_total","passivo_circulante","passivo_nao_circulante","patrimonio_liquido","receitas","resultado_operacional","lucro_liquido","fc_operacional","fc_investimento","fc_financiamento","fc_diferenca","liquidez_geral","liquidez_corrente","prop_capitalterceiros","endividamento_geral","margem_operacional","margem_liquida","roe","fluxocaixa_livre"
"1468","020842_2014",2014-12-31,"020842",6608145,3443936,8057434,6608145,1146659,2607935,2892877,2872042,-3552,-97016,NA,NA,NA,NA,3.06327927866502,3.00345263936358,0.564815401225519,0.326447544944646,-0.00123675071604106,-0.0337794503005179,-0.0335361648628683,NA
"1469","020907_2014",2014-12-31,"020907",1410286,194871,2361504,1410286,175234,150947,1093379,327342,70395,3950,NA,NA,NA,NA,7.83728972564312,1.11206158622185,0.229776127814252,0.127595129822503,0.215050314350129,0.0120668902860006,0.00361265398365983,NA
"1470","021482_2014",2014-12-31,"021482",6791519,1385231,10865002,6791519,1280578,3266360,2752231,144579,-99252,-47631,NA,NA,NA,NA,2.69417199002933,1.08172325309353,0.622939131838159,0.371171552410473,-0.686489739173739,-0.329446185130621,-0.0173063234881084,NA
"1471","021008_2014",2014-12-31,"021008",3645948,663273,6348123,3645948,287480,2083798,1276457,251095,-123572,-246339,NA,NA,NA,NA,2.95680051010468,2.30719702240156,0.650068604216041,0.338203404856893,-0.492132459825962,-0.981058961747546,-0.192986524418762,NA
"1472","021040_2014",2014-12-31,"021040",4353542,1522712,4796460,4353542,406839,2409107,1541954,381861,419830,148818,NA,NA,NA,NA,2.24406718026553,3.74278768751275,0.646170403175842,0.445619457739084,1.09943146851865,0.389717724512323,0.0965126067314589,NA
"1473","021016_2014",2014-12-31,"021016",3514186,1523761,4578041,3514186,398765,764475,2392860,2404464,857549,425645,NA,NA,NA,NA,5.24552284997077,3.82120045640916,0.327111161103456,0.190638765400778,0.356648716720234,0.177022820886484,0.177881280141755,NA
"1474","021130_2014",2014-12-31,"021130",1102593,946605,340254,1102593,333812,203605,570226,370025,95028,38511,NA,NA,NA,NA,2.39452603843942,2.83574287323404,0.485189722681405,0.417619179723653,0.256815080062158,0.10407675157084,0.0675363803123674,NA
"1475","023396_2014",2014-12-31,"023396",2685020,677138,4293813,2685020,357769,1377494,971195,970000,411763,112238,NA,NA,NA,NA,2.86466720030335,1.89266817415707,0.641156448760705,0.349080688986876,0.42449793814433,0.115709278350515,0.115566904689583,NA
"1476","021903_2014",2014-12-31,"021903",4227674,1230357,6946855,4227674,374396,3388895,807871,2214482,1523030,402156,NA,NA,NA,NA,2.17288857013715,3.28624504535305,0.82326791306018,0.460216880765718,0.687759033489547,0.181602740505455,0.49779729684566,NA
"1477","080063_2014",2014-12-31,"080063",12803774,2131740,10672034,12803774,9474315,1177304,2152155,1918106,997687,655241,-32551,-25718,-25963,201990,1.2020495663617,0.225002018615594,0.831912450188515,0.831912450188515,0.520141743991208,0.341608336556999,0.304458089682202,-58269
"1478","080071_2014",2014-12-31,"080071",29696348,5214447,49244826,29696348,2970943,13893877,13489307,9062304,2355464,642479,NA,NA,NA,NA,3.22916420098169,1.7551487860925,0.555602208556352,0.309677655814465,0.259918890383726,0.0708957677870881,0.0476287625450292,NA
"1479","023493_2014",2014-12-31,"023493",2435867,726606,3556636,2435867,1454523,901834,618311,989088,20422886,9921481,NA,NA,NA,NA,1.81773899286059,0.499549336792887,0.792141173401536,0.550133987292803,20.6481991491151,10.0309386020253,16.046101395576,NA
"1480","021520_2014",2014-12-31,"021520",1219484,467179,1182349,1219484,352347,518448,385678,51592,-215778,-102910,NA,NA,NA,NA,1.89427821703156,1.32590599607773,0.693047124769096,0.527905558438535,-4.1823926190107,-1.99468909908513,-0.266828805376506,NA
"1481","023272_2014",2014-12-31,"023272",2626148,188440,4978429,2626148,230156,941777,1454215,67968,542249,272247,NA,NA,NA,NA,4.40884333831371,0.818749022402197,0.446255504259471,0.226816859494599,7.97800435499058,4.00551730225989,0.187212344804585,NA
"1482","022560_2014",2014-12-31,"022560",1216348,602432,1344740,1216348,387719,432551,422157,928535,160888,33916,NA,NA,NA,NA,2.37381837687591,1.55378508662201,0.660215851716036,0.421262220286652,0.173270797546673,0.0365263560339675,0.0803397788026729,NA
"1483","021342_2014",2014-12-31,"021342",6049548,3881317,4674052,6049548,4891563,3044262,NA,731084,-8195861,-4236936,NA,NA,NA,NA,1.07806926185998,0.79347173899222,NA,0.927584187192861,-11.2105599356572,-5.79541612181364,NA,NA
"1484","023426_2014",2014-12-31,"023426",810762,125566,1429574,810762,78908,372195,384029,114453,57881,26368,NA,NA,NA,NA,3.44741666537354,1.59129619303493,0.540157723569448,0.290072276450995,0.505718504538981,0.230382777209859,0.0686614812943814,NA
"1485","023248_2014",2014-12-31,"023248",944084,351875,1298693,944084,173698,227449,596302,693506,259626,159094,NA,NA,NA,NA,4.11462132335528,2.02578613455538,0.402172943178047,0.24303573073027,0.374367345055414,0.229405369239776,0.266801050474424,NA
"1486","022519_2014",2014-12-31,"022519",796705,489389,641720,796705,113330,246498,465594,413433,120461,46228,NA,NA,NA,NA,3.1434713251887,4.31826524309538,0.43593216560741,0.318119650714476,0.291367646027289,0.111814973647483,0.0992882210681409,NA
"1487","021610_2014",2014-12-31,"021610",25538263,3285774,45945736,25538263,1891833,4789387,18988403,2030433,3085203,977914,NA,NA,NA,NA,7.36864075722697,1.73682032187831,0.260277293515374,0.135710239234994,1.51948032759515,0.481628302928489,0.0515005922298995,NA
"1488","021792_2014",2014-12-31,"021792",2998539,741481,4969623,2998539,240225,1016897,1745953,1222858,1174959,427119,NA,NA,NA,NA,4.54299900884719,3.08661046935165,0.418611589787135,0.220118912210319,0.960830284464754,0.349279311252819,0.244633732981357,NA
"1489","021601_2014",2014-12-31,"021601",285026,46851,493095,285026,44186,51790,189050,46936,-12510,-6307,NA,NA,NA,NA,5.62584396099025,1.06031322138234,0.336727175766421,0.177751108444178,-0.266533151525482,-0.134374467359809,-0.0333615445649299,NA
"1490","021652_2014",2014-12-31,"021652",2656694,1325320,3100567,2656694,1006093,1439367,398449,3452231,381932,95426,NA,NA,NA,NA,1.80983823084409,1.31729372930733,0.859893899558671,0.552535570835857,0.110633384614181,0.0276418350915683,0.239493636575823,NA
"1491","022691_2014",2014-12-31,"022691",1364971,618874,1848364,1364971,195258,864362,307946,629222,147743,24788,NA,NA,NA,NA,2.32841773465959,3.16951930266622,0.774821836752303,0.429476199701853,0.234802661063981,0.0393946810505672,0.0804946321757711,NA
"1492","022144_2014",2014-12-31,"022144",2678120,244438,4981592,2678120,175950,1173350,1342976,820185,270855,61222,NA,NA,NA,NA,3.87314162899281,1.38924694515487,0.501174470968058,0.258188337992702,0.33023647104007,0.0746441351646275,0.0455868161456348,NA
"1493","023779_2014",2014-12-31,"023779",698882,382650,582391,698882,320003,217470,181801,431959,126962,32822,NA,NA,NA,NA,1.79551530960625,1.19577003965588,0.747243748557573,0.556943176507527,0.293921413837887,0.0759840633023042,0.18053806084675,NA
"1494","022187_2014",2014-12-31,"022187",1061138,1156870,603090,1061138,168321,442961,621733,486839,-2119878,-1003073,NA,NA,NA,NA,2.87912943616858,6.87299861574016,0.495762014249624,0.34732721198209,-4.35437177383077,-2.06037930404097,-1.61335010366186,NA
"1495","023728_2014",2014-12-31,"023728",93971,50724,97290,93971,32741,17955,44032,85697,11945,2932,NA,NA,NA,NA,2.91963863026669,1.54925017562078,0.535174394054556,0.342508141121786,0.139386442932658,0.0342135664025578,0.0665879360465116,NA
"1496","023310_2014",2014-12-31,"023310",2296230,2046365,583539,2296230,1818467,37874,458826,714535,549310,145739,NA,NA,NA,NA,1.41671384729422,1.1253242428925,0.801817320305619,0.70585884503769,0.768765700770431,0.203963416767548,0.317634571711281,NA
"1497","023710_2014",2014-12-31,"023710",333221,234473,224583,333221,211676,77686,50271,685720,1039,25595,NA,NA,NA,NA,1.58644189630981,1.10769761333359,0.851984347810725,0.630341396256666,0.00151519570670244,0.0373257306189115,0.509140458713771,NA
"1498","023604_2014",2014-12-31,"023604",653886,598474,115667,653886,208476,93504,352476,314870,119402,40873,NA,NA,NA,NA,2.36486191138486,2.87070933824517,0.461421394257215,0.422857670964137,0.379210467812113,0.12980912757646,0.115959668175989,NA
"1499","022500_2014",2014-12-31,"022500",2607516,922434,3338346,2607516,1190222,242161,1198909,3540690,-1180637,-613242,NA,NA,NA,NA,2.97460944454102,0.775010040143772,0.544364897548429,0.336178587019278,-0.333448282679365,-0.173198444371012,-0.511500038785262,NA
"1500","080110_2014",2014-12-31,"080110",19423063,5777443,29789820,19423063,3567397,9585610,6681413,10787894,941319,214174,NA,NA,NA,NA,2.70411648074087,1.61951221016332,0.663140490117684,0.369806554977255,0.0872569752724675,0.0198531798699542,0.032055195510291,NA
"1501","022136_2014",2014-03-31,"022136",11106000,3684000,14584000,11106000,2981000,3434000,4789000,8339000,326000,2000,NA,NA,NA,NA,2.8477007014809,1.23582690372358,0.57256337022492,0.351160499233633,0.0390934164767958,0.000239836910900588,0.000417623721027354,NA
"1502","022365_2014",2014-12-31,"022365",3171062,1456906,4636853,3171062,110607,825486,2528828,503232,283459,166056,NA,NA,NA,NA,6.50977947703914,13.1719149782563,0.270162869514197,0.153615034660872,0.563276977616686,0.329979015642884,0.0656652014292787,NA
"1503","022217_2014",2014-12-31,"022217",725208,149627,1215381,725208,112035,330772,472433,226392,30785,16128,NA,NA,NA,NA,3.08262516175219,1.33553800151738,0.483815174161968,0.324398831362161,0.135980953390579,0.0712392664051733,0.0341381740902943,NA
"1504","022497_2014",2014-12-31,"022497",3785214,1480944,5675602,3785214,481029,1001181,2352655,1493014,679156,138804,NA,NA,NA,NA,4.8282942363093,3.07870003679612,0.386509042691203,0.20711248135623,0.454889237475335,0.0929689875647516,0.0589988757382617,NA
"1505","021067_2014",2014-12-31,"021067",2399795,1511991,1358349,2399795,496050,1260844,659275,851563,260717,95216,NA,NA,NA,NA,1.63375821193538,3.04806168732991,0.727140361456504,0.612085676261349,0.306162902803433,0.111813218751872,0.144425315687687,NA
"1506","022675_2014",2014-12-31,"022675",1450754,312980,2467892,1450754,153293,568092,729369,75429,-41271,-16293,NA,NA,NA,NA,3.85490688051457,2.0417109717991,0.497248327421465,0.259409638415576,-0.547150300282385,-0.216004454520145,-0.0223384871032358,NA
"1507","022772_2014",2014-12-31,"022772",3624683,1288545,4832874,3624683,958886,1030366,1651985,4394640,469677,120031,NA,NA,NA,NA,3.0772466233539,1.34379373564741,0.546312146119574,0.324965829001413,0.106874965867511,0.0273130449820691,0.0726586500482753,NA
"1508","080136_2014",2014-12-31,"080136",997536002,877111694,278551689,997536002,736458997,171131810,89945195,119029597,-15579826,-5998482,NA,NA,NA,NA,1.27333086021441,1.1909851024605,0.909832632787523,0.785341839458454,-0.130890353262307,-0.0503948778386606,-0.066690410755127,NA
"1509","001597_2014",2014-12-31,"001597",364071,132277,593027,364071,61732,35957,301004,3389,126713,61216,NA,NA,NA,NA,7.42462303841784,2.14276226268386,0.245023113021799,0.134686972634923,37.3894954263795,18.0631454706403,0.203372712654981,NA
"1510","012696_2014",2014-12-31,"012696",435789,239552,377383,435789,123489,777155,NA,442462,-148873,-105686,NA,NA,NA,NA,0.684993182655966,1.93986508919823,NA,1.45986854368775,-0.336465052366079,-0.238858930258418,NA,NA
"1511","023620_2014",2014-12-31,"023620",3233536,668411,5493236,3233536,383578,1969702,910342,494664,-86049,-209243,NA,NA,NA,NA,2.61832293649714,1.74256865617945,0.721063897718547,0.381923858994194,-0.173954441802921,-0.423000258761503,-0.229850979082587,NA
"1512","021156_2014",2014-12-31,"021156",1022591,666973,948421,1022591,305119,269062,456863,1508942,216964,79509,NA,NA,NA,NA,2.81338811280763,2.18594384486053,0.556892819317119,0.355443315995974,0.14378551329342,0.0526918861029781,0.17403247800763,NA
"1513","080152_2014",2014-12-31,"080152",55293635,1299095,53994540,55293635,46109803,5035665,4148167,338191,-404761,-404761,NA,NA,NA,NA,1.08110527016783,0.0281739438357609,0.92497930367573,0.92497930367573,-1.1968414298429,-1.1968414298429,-0.0975758690525237,NA
"1514","004863_2014",2014-12-31,"004863",21885,18513,9902,21885,898,12311,8823,15170,4071,1269,6731,-180,-1154,5397,2.15118479824362,20.6158129175947,0.599537037037037,0.464860109097308,0.268358602504944,0.0836519446275544,0.143828629717783,6551
"1515","011398_2014",2014-12-31,"011398",521495,305924,426498,521495,102086,121889,362820,394689,-41145,-51613,NA,NA,NA,NA,3.27010603862038,2.99672824873146,0.381692073040841,0.305800481143385,-0.104246634692125,-0.130768782509774,-0.142255112728075,NA
"1516","003069_2014",2014-12-31,"003069",1461529,735504,1541816,1461529,114270,112578,1277882,828247,177639,91695,NA,NA,NA,NA,10.03896882494,6.43654502494093,0.150756614143401,0.0996118244252016,0.214475874950347,0.110709727895181,0.0717554515988174,NA
"1517","003115_2014",2014-12-31,"003115",462871,188501,554914,462871,94054,244367,178915,53451,65395,36099,NA,NA,NA,NA,2.19671651581905,2.00417845067727,0.654160932160143,0.455224874397207,1.22345699799817,0.675366223269911,0.201766201827684,NA
"1518","022845_2014",2014-03-31,"022845",9529208,4623675,11728479,9529208,2944429,5654236,1537457,4267523,-1627869,-1466799,NA,NA,NA,NA,1.90170846288348,1.570312953717,0.848319011945594,0.525842956224605,-0.381455237616763,-0.343712031546169,-0.954042291914506,NA
"1519","023140_2014",2014-12-31,"023140",1567203,836523,949018,1567203,708292,453338,406037,808058,689975,283940,NA,NA,NA,NA,1.53709959281355,1.18104256436611,0.740992825644732,0.65057593188843,0.853868162928899,0.351385667860475,0.699295876976729,NA
"1520","023116_2014",2014-12-31,"023116",9097,11310,1918,9097,2372,2434,4291,17404,-4040,-2092,NA,NA,NA,NA,2.75239284228048,4.7681281618887,0.528306034956579,0.363320229815543,-0.232130544702367,-0.12020225235578,-0.487532043812631,NA
"1521","008745_2014",2014-12-31,"008745",118048,46202,135661,118048,39533,32975,53759,184232,-11869,5332,NA,NA,NA,NA,2.50817840789982,1.1686945083854,0.574243468206261,0.398695721504649,-0.0644242042641886,0.0289417690737765,0.0991833925482245,NA
"1522","013986_2014",2014-12-31,"013986",28119456,10295539,38484498,28119456,3067645,15260301,10315132,7264599,865626,-261506,NA,NA,NA,NA,2.66151138812827,3.3561702869791,0.639873480077805,0.375726365275205,0.119156749051118,-0.0359973069401353,-0.0253516872105951,NA
"1523","022349_2014",2014-12-31,"022349",796509,629484,537377,796509,178803,46730,576293,1052909,309557,112752,NA,NA,NA,NA,5.173792748733,3.52054495729937,0.281274241543677,0.193281804773662,0.294001665860962,0.107086177437936,0.195650476406967,NA
"1524","021350_2014",2014-12-31,"021350",3955520,3356762,1413208,3955520,858910,1412898,1735531,1835613,499185,232216,NA,NA,NA,NA,2.09963606079387,3.90816499982536,0.566911858467676,0.476273016392137,0.271944576552901,0.126505968305956,0.13380112484306,NA
"1525","019739_2014",2014-12-31,"019739",5697454,3352847,7331843,5697454,1398380,2713444,1655504,3892216,1302225,410589,NA,NA,NA,NA,2.59852804983871,2.3976651553941,0.712951300845036,0.384833252064402,0.334571616785913,0.105489777545748,0.248014501928114,NA
"1526","002453_2014",2014-12-31,"002453",35000003,7441521,47648052,35000003,10123317,14346709,11284952,19539578,10059808,3136903,NA,NA,NA,NA,2.25130831491556,0.735087224869082,0.684380955289638,0.444186162052844,0.514842643991595,0.16054097995361,0.277972205818864,NA
"1527","001325_2014",2014-12-31,"001325",13512442,1799533,11712909,13512442,11460767,1307967,743708,3059960,-351239,-202328,NA,NA,NA,NA,1.05824445869105,0.15701680350015,0.944961243866949,0.944961243866949,-0.114785487391992,-0.0661211257663499,-0.272053010052332,NA
"1528","004707_2014",2014-12-31,"004707",2861695,1685433,3304288,2861695,1163542,351210,1346943,24676,108928,66918,NA,NA,NA,NA,3.29408444418624,1.44853645162787,0.529319861131253,0.303574488433321,4.41432971308154,2.71186578051548,0.0496813896356416,NA
"1529","003077_2014",2014-12-31,"003077",683384,257987,832550,683384,223068,149191,317672,563973,-966,-10394,NA,NA,NA,NA,2.92951144230227,1.15653970986426,0.539559753076757,0.341353846774571,-0.00171284795548723,-0.0184299602995179,-0.0327192827822408,NA
"1530","019445_2014",2014-12-31,"019445",10161975,1520440,16879340,10161975,1022820,4082300,5536564,4131432,1052437,318141,NA,NA,NA,NA,3.60418168426991,1.48651766684265,0.479728584310528,0.277455491315657,0.254739034794715,0.0770050190829717,0.0574618120552747,NA
"1531","023574_2014",2014-12-31,"023574",1885673,349668,3198380,1885673,334696,652203,911072,469540,-5339,-8217,NA,NA,NA,NA,3.59514803439866,1.04473313096063,0.519975805742027,0.278152663098132,-0.0113707032414704,-0.0175001064872002,-0.0090190456956201,NA
"1532","023485_2014",2014-12-31,"023485",2584860,245651,4371279,2584860,377476,892512,1328250,915441,416532,133096,NA,NA,NA,NA,3.63541230310838,0.650772499443673,0.488788171060542,0.275071963404253,0.455006931085673,0.145390036059123,0.100204027856202,NA
"1533","022942_2014",2014-12-31,"022942",2235001,563583,2991295,2235001,113638,805942,1315421,395342,530486,311561,NA,NA,NA,NA,3.86576263076622,4.95945898379063,0.411445006064874,0.258681169930445,1.34184073536331,0.788079687966368,0.236852688226811,NA
"1534","003395_2014",2014-12-31,"003395",291115,201370,246726,291115,62915,107658,151460,193874,25699,11429,NA,NA,NA,NA,2.62700427382997,3.20066756735278,0.529675530147531,0.380661733200029,0.132555164694595,0.0589506586752221,0.075458867027598,NA
"1535","023507_2014",2014-12-31,"023507",627261,438069,500500,627261,176904,122864,330157,327360,116284,38190,NA,NA,NA,NA,3.13098462811241,2.47630918464252,0.475878874469183,0.319388345449296,0.355217497556207,0.116660557184751,0.115672240782416,NA
"1536","004081_2014",2014-12-31,"004081",441405,240398,387465,441405,118933,59519,271591,406434,11476,959,NA,NA,NA,NA,3.51838589648757,2.02128929733547,0.396522110109478,0.2842212393468,0.0282358267270947,0.00235954669146774,0.00353104484316491,NA
"1537","023825_2014",2014-12-31,"023825",1373003,255976,2308333,1373003,572083,173084,627884,60263,16398,4766,NA,NA,NA,NA,3.44125410813952,0.44744556296901,0.542708901563016,0.290591734459459,0.272107263163135,0.0790866700960789,0.00759057405508024,NA
"1538","022373_2014",2014-12-31,"022373",717068,493643,353588,717068,371849,235662,113621,924003,89447,15469,NA,NA,NA,NA,1.39459367813916,1.32753617731929,0.842440773672504,0.717054734777174,0.0968037982560663,0.016741287636512,0.136145606886051,NA
"1539","003158_2014",2014-12-31,"003158",3256727,1872929,3014821,3256727,933509,765112,1600754,2449583,-52715,-89958,NA,NA,NA,NA,2.87748120387067,2.00633202250862,0.514831142261792,0.347526162344637,-0.0215199893206313,-0.036723801561327,-0.0561972670379084,NA
"1540","014133_2014",2014-12-31,"014133",71767,63202,23056,71767,63731,33476,NA,104263,-50851,-32599,NA,NA,NA,NA,0.887364078718611,0.991699486905901,NA,1.12693315402629,-0.487718557877675,-0.312661250875191,NA,NA
"1541","011800_2014",2014-12-31,"011800",3360092,1860963,3209840,3360092,952969,876155,1575370,2449583,-121065,-129298,NA,NA,NA,NA,2.77225764901669,1.95280539031175,0.537267505831997,0.360716833211624,-0.0494226976591526,-0.0527836778749689,-0.0820746872163365,NA
"1542","001155_2014",2014-12-31,"001155",15289994,4769733,10520261,15289994,13237515,977294,1075185,1752613,192501,142849,NA,NA,NA,NA,1.07563837122257,0.360319365077207,0.929680482543028,0.929680482543028,0.109836569739013,0.0815062994511623,0.132859926431265,NA
"1543","020958_2014",2014-12-31,"020958",19652604,52967,19599637,19652604,16988443,379392,2284769,1666916,370065,328379,NA,NA,NA,NA,1.13155174493539,0.0031178254534568,0.883742174828333,0.883742174828333,0.222005787934125,0.196997929109805,0.143725251874478,NA
"1544","012866_2014",2014-12-31,"012866",591391,8436,827807,591391,55115,1427212,NA,34415,747662,334090,NA,NA,NA,NA,0.564142055025646,0.153061779914724,NA,1.77260317874111,21.7248874037484,9.70768560220834,NA,NA
"1545","013781_2014",2014-12-31,"013781",2429894,716923,4022112,2429894,186001,1119503,1146692,305326,387251,121287,NA,NA,NA,NA,3.63004249699733,3.8544040085806,0.532381587768677,0.275478868588225,1.26831976313842,0.397237706582472,0.105771209705832,NA
"1546","021121_2014",2014-12-31,"021121",18716782,13676562,16167124,18716782,7869029,18590114,4001652,13214679,1057449,555029,136698,-828676,343144,-348834,1.12791582100751,1.73802409420527,0.868629430059196,0.886590986113445,0.080020785975959,0.0420009445556718,0.138699966913665,-691978
"1547","022616_2014",2014-12-31,"022616",157712093,7354165,150357928,157712093,130117198,12099776,15495119,11626540,1786014,1901148,NA,NA,NA,NA,1.1089540760444,0.0565195463246911,0.901750596893036,0.901750596893036,0.153615263010319,0.16351795117034,0.122693346207925,NA
"1548","013366_2014",2014-12-31,"013366",47457148,35073059,47777424,47457148,24395810,108199739,NA,35906523,12065435,4980786,8273252,-1161966,-558626,6552660,0.624836079527828,1.43766732893886,NA,1.60041974649683,0.33602348520351,0.138715352639408,NA,7111286
"1549","021377_2014",2014-12-31,"021377",2511948,15360,2496588,2511948,1920578,116973,474397,340082,61042,39448,NA,NA,NA,NA,1.23282705561726,0.00799759239145715,0.811143781638792,0.811143781638792,0.179492004869414,0.115995554013444,0.0831539828455913,NA
"1550","021202_2014",2014-12-31,"021202",1229341,778658,1400111,1229341,342538,419012,481433,1116380,207963,51193,NA,NA,NA,NA,2.86096645000328,2.27320180534714,0.612679336724637,0.349532235863462,0.186283344380946,0.0458562496640929,0.106334630156221,NA
"1551","009512_2014",2014-12-31,"009512",793375000,179262000,1304681000,793375000,82659000,474581000,310722000,337260000,-47732000,-21924000,NA,NA,NA,NA,2.6630231139186,2.16869306427612,0.642009673234542,0.375513075637002,-0.141528790843859,-0.0650062266500623,-0.07055824820901,NA
"1552","004057_2014",2014-12-31,"004057",6632627,6968142,2665560,6632627,3705722,601030,2515241,6264116,4942506,1714158,NA,NA,NA,NA,2.23688338683073,1.88037364918361,0.631304077855254,0.447050573081874,0.789018913442854,0.273647231309254,0.681508451873995,NA
"1553","008087_2014",2014-12-31,"008087",16858031,11044847,15972531,16858031,6547473,7904845,3048280,16145669,2113433,355210,NA,NA,NA,NA,1.86941485787955,1.68688698678101,0.825818523458456,0.534926742335988,0.130897827770407,0.0220003271465555,0.116528009237997,NA
"1554","007811_2014",2014-12-31,"007811",3194502,2110432,1233066,3194502,1471412,886733,868287,799197,-282425,-260617,NA,NA,NA,NA,1.41785089551321,1.43429032792991,0.730883217126535,0.70529278019607,-0.353385961158513,-0.326098571441084,-0.300150756604671,NA
"1555","022829_2014",2014-12-31,"022829",1038556,231499,1651841,1038556,114528,666504,258057,470621,19816,-45538,NA,NA,NA,NA,2.41134806256338,2.02133102822017,0.751650724817605,0.414705788652076,0.0421060683649901,-0.0967615129796588,-0.176464889539908,NA
"1556","006505_2014",2014-12-31,"006505",16004000,15165000,8554000,16004000,9719000,2139000,4715000,22674000,3503000,938000,NA,NA,NA,NA,2.00025299375949,1.56034571457969,0.715501116273457,0.499936759559847,0.154494134250684,0.0413689688630149,0.198939554612937,NA
"1557","004030_2014",2014-12-31,"004030",49767100,24621523,66680902,49767100,6362938,39241649,5734975,16126232,2554593,-112267,NA,NA,NA,NA,2.00204477238222,3.86952112373246,0.888293262026661,0.499489329007417,0.158412268904478,-0.0069617626733883,-0.0195758481946303,NA
"1558","008893_2014",2014-12-31,"008893",1371690,325659,2308334,1371690,6878,76521,1288983,4910,353209,183916,NA,NA,NA,NA,31.5830285734841,47.3479209072405,0.0607695233542847,0.0316625746537671,71.9366598778004,37.457433808554,0.142683029954623,NA
"1559","011207_2014",2014-12-31,"011207",227645,38685,282165,227645,99389,183309,16929,34980,12810,6226,NA,NA,NA,NA,1.13495673828609,0.389228184205496,0.943499751357521,0.881090852423251,0.366209262435678,0.177987421383648,0.367771280051982,NA
"1560","020028_2014",2014-12-31,"020028",1296214,795800,1313722,1296214,299838,425087,590561,1296056,322605,110142,NA,NA,NA,NA,2.90998655033279,2.65409988060219,0.551070098807589,0.343644199965679,0.24891285561735,0.0849824390304123,0.186504019059843,NA
"1561","006700_2014",2014-12-31,"006700",549646,66856,933855,549646,164382,780363,NA,169704,25629,-832,NA,NA,NA,NA,1.05923926562194,0.406711197089706,NA,0.944073763554113,0.151021779097723,-0.00490265403290435,NA,NA
"1562","011070_2014",2014-12-31,"011070",579580,331811,718956,579580,50389,52370,484437,864876,32513,12207,NA,NA,NA,NA,10.2255471540206,6.58498878723531,0.174999489097337,0.0977942778941478,0.0375926722443449,0.0141141620301639,0.0251983230017526,NA
"1563","018465_2014",2014-12-31,"018465",19480382,12329726,20202960,19480382,5692082,7031811,7726595,67736298,4094809,1251213,NA,NA,NA,NA,2.55681857745896,2.16611882963035,0.622180409582402,0.391111050590781,0.0604522113092156,0.0184718243680811,0.161935885082627,NA
"1564","010880_2014",2014-12-31,"010880",102918,89963,54237,102918,27138,10319,72804,157458,19417,10112,NA,NA,NA,NA,3.84974771070828,3.3150195298106,0.339712137564506,0.259757281553398,0.123315423795552,0.0642203000165123,0.138893467391902,NA
"1565","009989_2014",2014-12-31,"009989",318362,102992,413391,318362,399493,1026462,NA,238174,-341897,-185444,NA,NA,NA,NA,0.362131343555722,0.257806770081078,NA,2.7614290168344,-1.43549253906808,-0.778607236726091,NA,NA
"1566","011231_2014",2014-12-31,"011231",242655,177827,242089,242655,17983,13345,216064,137252,11918,4442,NA,NA,NA,NA,13.4038559754852,9.88861702719235,0.126633035829776,0.0746053972699302,0.0868329787544079,0.0323638271209163,0.0205587233412322,NA
"1567","003328_2014",2014-12-31,"003328",14885698,4649477,16866798,14885698,1389057,5455688,9523869,3563435,670386,-1117938,NA,NA,NA,NA,3.14347356987002,3.34721829269785,0.418162771753308,0.318119423552636,0.188129150665018,-0.313724818889639,-0.117382756944683,NA
"1568","004170_2014",2014-12-31,"004170",309415532,64300105,502829887,309415532,28513757,187274764,149601623,88274564,20392033,219588,NA,NA,NA,NA,2.62817498063301,2.25505551583399,0.59057017421904,0.380492169421363,0.231006895712337,0.00248755689124672,0.00146781830034023,NA
"1569","003980_2014",2014-12-31,"003980",63042330,23732710,85355288,63042330,7772796,25014625,33254534,42546339,4236970,1488373,NA,NA,NA,NA,3.32712957203923,3.05330411347474,0.496463513231854,0.300559379593711,0.0995848314939624,0.0349823988381233,0.0447569946401895,NA
"1570","080128_2014",2014-12-31,"080128",54410743,12282322,89976347,54410743,15484934,29060570,11962715,28456957,1534537,-488214,3209405,-2186017,-3047413,-2021800,2.29560022488465,0.793178840801001,0.788301326573396,0.435615918294419,0.0539248451617648,-0.0171562265072826,-0.0408113041228517,1023388
"1571","023817_2014",2014-12-31,"023817",160678,135914,77981,160678,79132,5842,75765,425830,6629,930,NA,NA,NA,NA,2.51718172617507,1.7175605317697,0.528645817132121,0.397269688398513,0.0155672451447761,0.00218397012892469,0.0122747970698872,NA
"1572","004820_2014",2014-12-31,"004820",49421751,18754558,67584240,49421751,14083292,30038333,5894350,46031389,4747773,726301,NA,NA,NA,NA,1.95683631325909,1.33168850010353,0.882150652866409,0.511028946685128,0.103142075508519,0.0157783854838706,0.12321986308923,NA
"1573","020710_2014",2014-12-31,"020710",2133250,430687,3356894,2133250,414517,1307294,471914,974322,83857,-84189,NA,NA,NA,NA,2.19976582795673,1.03900925655643,0.784880055613169,0.45459384234951,0.0860670291751598,-0.0864077789478222,-0.178399030331798,NA
"1574","023590_2014",2014-12-31,"023590",157177,125028,169886,157177,31735,36190,98927,274383,248362,85060,NA,NA,NA,NA,4.34175929333824,3.93975106349456,0.407097307793733,0.230321381826566,0.905165407477869,0.310004628566639,0.859825932253075,NA
