"","cia_ano","ano","cd_cvm","ativo_total","ativo_circulante","ativo_nao_circulante","passivo_total","passivo_circulante","passivo_nao_circulante","patrimonio_liquido","receitas","resultado_operacional","lucro_liquido","fc_operacional","fc_investimento","fc_financiamento","fc_diferenca","liquidez_geral","liquidez_corrente","prop_capitalterceiros","endividamento_geral","margem_operacional","margem_liquida","roe","fluxocaixa_livre"
"2466","021725_2017",2017-12-31,"021725",2409,514,2382,2409,7931,7630,NA,18,-10198,-5411,NA,NA,NA,NA,0.186106291369449,0.0648089774303367,NA,5.37327348066298,-566.555555555556,-300.611111111111,NA,NA
"2467","022187_2017",2017-12-31,"022187",1251764,942100,1235806,1251764,216852,263667,860483,533922,70643,30627,NA,NA,NA,NA,4.53240350537648,4.34443768099902,0.358328324640828,0.220633489232318,0.132309588291923,0.0573623113488487,0.0355928007874647,NA
"2468","023310_2017",2017-12-31,"023310",4778368,3964820,2232861,4778368,2930510,1103683,794685,1185145,829991,237432,NA,NA,NA,NA,1.53628767884928,1.35294539175775,0.835430714961115,0.650919755308477,0.700328651768349,0.200340042779575,0.298774986315333,NA
"2469","024350_2017",2017-12-31,"024350",294750,175097,266795,294750,166225,53848,75357,527843,24337,10010,NA,NA,NA,NA,2.00793373108014,1.05337343961498,0.744924347561182,0.498024404153051,0.0461065127320055,0.0189639722417461,0.132834375041469,NA
"2470","023710_2017",2017-12-31,"023710",285704,183036,206960,285704,245752,53134,NA,720364,39162,71,NA,NA,NA,NA,1.30483194261357,0.744799635404798,NA,0.766382219304813,0.0543641825521542,9.85612829069748e-05,NA,NA
"2471","023604_2017",2017-12-31,"023604",680112,629671,103043,680112,188838,184943,306865,312130,-978,-16145,NA,NA,NA,NA,1.96027620451548,3.33445069318675,0.549156242745862,0.510132193461569,-0.0031333098388492,-0.0517252426873418,-0.0526127124305476,NA
"2472","022500_2017",2017-12-31,"022500",144941,59635,97784,144941,1375821,169828,NA,516786,-3081328,-1621675,NA,NA,NA,NA,0.101846538250275,0.0433450281686353,NA,9.81869405853169,-5.96248350381009,-3.13800102943965,NA,NA
"2473","080110_2017",2017-12-31,"080110",33913875,9450224,51613485,33913875,5930630,17174819,11392691,27301085,2062950,374613,NA,NA,NA,NA,2.64282719630335,1.59346039122319,0.669759268180835,0.378382665880974,0.0755629309238076,0.0137215425687294,0.0328818713682307,NA
"2474","022365_2017",2017-12-31,"022365",3931342,2295992,4862694,3931342,308842,748832,3110110,501726,776965,357375,NA,NA,NA,NA,6.76832937181022,7.43419612617455,0.253773708042451,0.147746946855889,1.54858428704113,0.712291170878129,0.114907511309889,NA
"2475","022217_2017",2017-12-31,"022217",300009,72737,498133,300009,20450,34012,257087,93734,-154607,-83276,NA,NA,NA,NA,10.4819874407844,3.55682151589242,0.174810382957416,0.0954017552157234,-1.64942283483048,-0.888428958542258,-0.323921474053531,NA
"2476","022497_2017",2017-12-31,"022497",3531358,1180914,5401353,3531358,407464,810801,2366895,2075289,1191631,385819,NA,NA,NA,NA,5.40298457232211,2.89820450395618,0.33980770732687,0.185082890134964,0.574200027080566,0.185910974326949,0.163006386003604,NA
"2477","021067_2017",2017-12-31,"021067",2191801,1253514,1361810,2191801,913548,870398,411494,609610,45092,10690,NA,NA,NA,NA,1.46603316468099,1.37213808141444,0.812568778923587,0.682112808967455,0.0739686028772494,0.0175358015780581,0.0259785075845577,NA
"2478","022675_2017",2017-12-31,"022675",3686204,401926,6639107,3686204,502684,1869853,1319431,790572,283454,11693,NA,NA,NA,NA,2.96772315879584,0.799559962123322,0.642621225319396,0.336958653652099,0.358542928411328,0.0147905567108372,0.00886215345857419,NA
"2479","022586_2017",2017-12-31,"022586",1140126,154806,2027553,1140126,51597,343633,790256,73618,-77765,-45651,NA,NA,NA,NA,5.52174430078688,3.00029071457643,0.333390693774536,0.181102192627336,-1.05633133201119,-0.620106495693988,-0.0577673564009637,NA
"2480","024317_2017",2017-12-31,"024317",2415555,1440793,3169247,2415555,472998,331584,1617194,1783838,74352,3819,NA,NA,NA,NA,5.72973295450308,3.04608687563161,0.332228083852512,0.174528203659838,0.0416809149709783,0.00214088947538958,0.00236149775475299,NA
"2481","023957_2017",2017-12-31,"023957",232433,111717,123779,232433,78496,147848,6755,22624,-9984,-6554,NA,NA,NA,NA,1.04043402961863,1.42321901752956,0.971020896700544,0.961137344158712,-0.441301272984441,-0.289692362093352,-0.970244263508512,NA
"2482","001597_2017",2017-12-31,"001597",1543137,99830,2972066,1543137,62363,487437,1072086,4405,24462,10176,NA,NA,NA,NA,5.58729719898145,1.6007889293331,0.338988066978814,0.178977413297846,5.55323496027242,2.31010215664018,0.00949177584634069,NA
"2483","012696_2017",2017-12-31,"012696",387859,213109,325174,387859,243077,1053740,NA,385405,-249082,-163632,NA,NA,NA,NA,0.415080153946162,0.876713963065202,NA,2.40917324158482,-0.646286374074026,-0.424571554598409,NA,NA
"2484","023620_2017",2017-12-31,"023620",4324172,299962,7998477,4324172,298307,3168458,890951,569757,87791,-43714,NA,NA,NA,NA,2.39371258219118,1.00554797574311,0.795546336658929,0.417761099406768,0.154084987108539,-0.0767239366958195,-0.0490644266631947,NA
"2485","021156_2017",2017-12-31,"021156",1509340,1015671,1544124,1509340,486383,468031,566673,1505091,96235,29233,NA,NA,NA,NA,2.68205935788871,2.08821237584373,0.627455234315986,0.372847825704793,0.0639396554759812,0.0194227458671934,0.0515870704974474,NA
"2486","004863_2017",2017-12-31,"004863",15484,12009,9475,15484,359,12460,2671,5666,-3113,-1738,-744,-4,-74,-822,1.67594976207192,33.4512534818941,0.827566171723693,0.596676596536958,-0.549417578538652,-0.306741969643487,-0.650692624485211,-748
"2487","003069_2017",2017-12-31,"003069",1856461,980819,2061604,1856461,169103,269524,1522558,1108722,554902,270262,NA,NA,NA,NA,6.93624195500961,5.8001277328019,0.223654066291553,0.144170287957986,0.500487949188345,0.243759932607092,0.177505224759911,NA
"2488","003115_2017",2017-12-31,"003115",491104,234925,567763,491104,128992,243974,185527,34608,34437,20205,NA,NA,NA,NA,2.15217472906378,1.82123697593649,0.667807832864512,0.464646288470738,0.99505894590846,0.583824549237171,0.108905981339643,NA
"2489","022845_2017",2017-03-31,"022845",10288597,5572853,11898251,10288597,3631927,7625470,NA,7025054,-327880,-600429,NA,NA,NA,NA,1.55196658694723,1.53440666621328,NA,0.644343769002806,-0.0466729508413743,-0.0854696632936914,NA,NA
"2490","008745_2017",2017-12-31,"008745",107200,57405,87077,107200,51505,33477,28233,192739,9936,4997,NA,NA,NA,NA,1.70014826669177,1.11455198524415,0.750624917192951,0.588183995238161,0.0515515801161156,0.0259262526006672,0.176991463889774,NA
"2491","013986_2017",2017-12-31,"013986",28522982,7873708,39766636,28522982,3708363,13899717,11621554,10520790,5496970,1807433,NA,NA,NA,NA,2.70559561292316,2.12323011528267,0.602405079721491,0.369604384048948,0.522486429251035,0.17179631947791,0.155524209585052,NA
"2492","022349_2017",2017-12-31,"022349",1049899,865393,683713,1049899,356825,36980,664960,1360474,356566,154470,NA,NA,NA,NA,3.93368799278831,2.42525888040356,0.371947504875964,0.25421436622155,0.262089536440976,0.113541309867002,0.23229968719923,NA
"2493","021350_2017",2017-12-31,"021350",4141764,2764473,1968521,4141764,701791,1903202,1604315,751857,-252580,-137435,NA,NA,NA,NA,1.81689317399317,3.93916849888357,0.618864906060569,0.550390091345985,-0.335941542075155,-0.18279406855293,-0.0856658449244693,NA
"2494","019739_2017",2017-12-31,"019739",11186234,4769183,16640307,11186234,2234098,6477901,2600725,6058279,1623269,505676,NA,NA,NA,NA,2.4574715860275,2.13472417056011,0.77010620960964,0.406922304081041,0.267942265451954,0.0834685890167818,0.194436551346259,NA
"2495","002453_2017",2017-12-31,"002453",42239589,9567560,58342361,42239589,8662284,19925282,14330136,21711690,4288263,1001596,NA,NA,NA,NA,2.37550552572402,1.10450777185324,0.666101973493362,0.420963028362233,0.197509406223099,0.0461316461316461,0.0698943820212174,NA
"2496","001325_2017",2017-12-31,"001325",9878050,1300293,8577757,9878050,7462351,1522092,893607,2750349,104531,49382,NA,NA,NA,NA,1.09946159155331,0.174247097194972,0.909536092649865,0.909536092649865,0.0380064493633353,0.017954812280187,0.055261429241266,NA
"2497","004707_2017",2017-12-31,"004707",3141175,1884642,3791851,3141175,1293229,250707,1597239,25294,102453,84603,NA,NA,NA,NA,3.67663750310894,1.45731498443044,0.491515436102732,0.271987651530619,4.05048628133154,3.3447853245829,0.0529682783853888,NA
"2498","003077_2017",2017-12-31,"003077",575442,234592,677928,575442,226953,191923,162959,635038,123629,86222,NA,NA,NA,NA,2.1784967388917,1.03365895141285,0.719922314745589,0.459032130802613,0.194679688459588,0.135774552074049,0.529102412263207,NA
"2499","019445_2017",2017-12-31,"019445",10809992,2124165,17147786,10809992,1256297,3734014,6244343,4326401,1715413,560438,NA,NA,NA,NA,3.8618737389313,1.69081435361224,0.444189113434201,0.258941660862463,0.396498845113987,0.129539078786271,0.0897513157108762,NA
"2500","023574_2017",2017-12-31,"023574",1512424,556113,2248135,1512424,244631,276367,1003965,1494511,48522,3666,NA,NA,NA,NA,5.38245444320324,2.27327280679881,0.341646321910761,0.18578884606497,0.0324668068686012,0.00245297625778599,0.0036515217163945,NA
"2501","023485_2017",2017-12-31,"023485",26237350,4593641,41869425,26237350,3515606,15200188,8023590,5946349,1158248,-264012,NA,NA,NA,NA,2.48255916900987,1.30664272390023,0.699933625995274,0.402810137411078,0.194783050910735,-0.0443990085344806,-0.0329044729354316,NA
"2502","023868_2017",2017-12-31,"023868",1596143,51669,3118712,1596143,961048,497724,329007,445188,-10333,-70703,NA,NA,NA,NA,2.1733218076574,0.0537631835246523,0.815968864160503,0.460125139533703,-0.0232104189690648,-0.1588160507471,-0.214898163260964,NA
"2503","024236_2017",2017-12-31,"024236",182406,91335,181624,182406,89663,43458,54774,236502,-21189,-7388,NA,NA,NA,NA,2.05045785413271,1.01864760269007,0.708486122568456,0.487695954337465,-0.0895933226780323,-0.031238636459734,-0.134881513126666,NA
"2504","022942_2017",2017-12-31,"022942",1652580,285465,1617668,1652580,51294,1420605,180681,196025,-42427,-12480,NA,NA,NA,NA,1.29297798286431,5.56527079190549,0.890667320190248,0.773408374506669,-0.216436678995026,-0.0636653488075501,-0.0690720108921248,NA
"2505","024090_2017",2017-12-31,"024090",1152628,639010,1296706,1152628,239388,408222,537596,1117038,366377,129673,NA,NA,NA,NA,2.98901499359182,2.66934850535532,0.546411341150821,0.334558375298856,0.327989737144126,0.116086471543493,0.241209011971815,NA
"2506","003395_2017",2017-12-31,"003395",243419,153373,218957,243419,63501,72278,134145,176455,-37633,-11059,NA,NA,NA,NA,2.74217662525133,2.41528479866459,0.503026777907856,0.364673810866704,-0.213272505738007,-0.0626732027995806,-0.0824406425882441,NA
"2507","080179_2017",2017-12-31,"080179",1168137991,694653220,1141294905,1168137991,291700415,305178261,593325423,817546243,202180594,16933662,NA,NA,NA,NA,3.0759150876417,2.3813926353173,0.501492707428493,0.325106503758106,0.247301722356518,0.020712787985988,0.0285402602746722,NA
"2508","024384_2017",2017-12-31,"024384",4821792,1901583,6658098,4821792,1556215,2920083,1351157,5304923,903229,238165,NA,NA,NA,NA,1.91222322553145,1.2219282040078,0.768139436512165,0.522951497842034,0.170262414741929,0.0448950908429774,0.176267450784772,NA
"2509","023507_2017",2017-12-31,"023507",810227,530656,748931,810227,276517,132009,405636,505281,115909,37901,NA,NA,NA,NA,3.1322045598077,1.91907188346467,0.501774831053279,0.31926395000887,0.229395128651186,0.0750097470516406,0.0934359869439596,NA
"2510","004081_2017",2017-12-31,"004081",513960,226582,485901,513960,182697,75355,262641,418543,57569,19944,NA,NA,NA,NA,2.76100553376839,1.24020646206561,0.495593372678334,0.362186887266082,0.137546201943408,0.0476510179360305,0.0759363541868939,NA
"2511","023825_2017",2017-12-31,"023825",4006470,1572719,6059131,4006470,1615777,1109304,1284840,2467983,342421,66466,NA,NA,NA,NA,2.80059565201915,0.973351520661576,0.679584710022965,0.357066897279166,0.138745283091496,0.0269313038217848,0.0517309548270602,NA
"2512","003158_2017",2017-12-31,"003158",3539483,1737141,3640972,3539483,1097003,999849,1481996,2577728,328952,69045,NA,NA,NA,NA,2.56485102429738,1.58353349990839,0.58590138502669,0.389886192424741,0.127613153909179,0.0267852155076098,0.0465891945727249,NA
"2513","014133_2017",2017-12-31,"014133",15670,7351,12197,15670,56511,10040,NA,14044,-43071,-21539,NA,NA,NA,NA,0.293729620892248,0.130080869211304,NA,3.40449150808267,-3.06686129307889,-1.53367986328681,NA,NA
"2514","024120_2017",2017-12-31,"024120",437517,159510,438049,437517,21024,24421,392072,202705,-16441,-8657,NA,NA,NA,NA,13.1490593024535,7.58704337899543,0.103870249613158,0.076051067760673,-0.0811080141091734,-0.0427073826496633,-0.0220801281397294,NA
"2515","001155_2017",2017-12-31,"001155",22859145,9402912,13456233,22859145,20441795,1029494,1387856,2651708,258572,167367,NA,NA,NA,NA,1.06463775882296,0.459984653989535,0.939286618112795,0.939286618112795,0.0975114907071216,0.0631166780052706,0.120593923288871,NA
"2516","020958_2017",2017-12-31,"020958",27182558,18176,27164382,27182558,23281195,500068,3401295,2156854,452491,427417,NA,NA,NA,NA,1.14302415309061,0.00078071593833564,0.874872151473014,0.874872151473014,0.209792132429919,0.198166867112934,0.125663019526386,NA
"2517","013781_2017",2017-12-31,"013781",2985242,560718,5141181,2985242,201551,1407704,1406088,552424,458904,120117,NA,NA,NA,NA,3.5431917253636,2.78201547002992,0.533688870553035,0.282231410973783,0.830709744688862,0.217436244623695,0.0854263744516702,NA
"2518","021121_2017",2017-12-31,"021121",23449518,17655259,21118043,23449518,8803882,23172876,5640391,17762196,1694944,776423,NA,NA,NA,NA,1.21254637508906,2.0053947792576,0.850057988179806,0.824710724920978,0.0954242369580878,0.0437121063183854,0.137654109440285,NA
"2519","022616_2017",2017-12-31,"022616",117472283,7043890,110428393,117472283,86044839,12550011,18877433,8871675,1727067,2367398,NA,NA,NA,NA,1.19146469617835,0.0818630156307225,0.83930308905293,0.83930308905293,0.194672032057081,0.266849044853424,0.12540889431312,NA
"2520","013366_2017",2017-12-31,"013366",59214809,48809156,58503590,59214809,26143003,116826747,NA,24410448,-1881394,-1405676,3625406,-1027332,-149939,2448135,0.750597563470594,1.86700647970702,NA,1.33227184401749,-0.0770733089372223,-0.0575850144167776,NA,2598074
"2521","021202_2017",2017-12-31,"021202",1174707,486724,1573608,1174707,276513,331224,592613,995152,135941,39718,NA,NA,NA,NA,3.39017041911221,1.76022103843219,0.506299829216479,0.294970422242629,0.136603252568452,0.0399114909079216,0.0670218169361793,NA
"2522","009512_2017",2017-12-31,"009512",831515000,230403000,1308038000,831515000,82535000,624582000,269609000,283695000,43947000,377000,NA,NA,NA,NA,2.17565268548203,2.79157932998122,0.723966598616193,0.459632186089684,0.154909321630624,0.0013288919438129,0.00139832127265781,NA
"2523","008087_2017",2017-12-31,"008087",27536385,21172293,24493585,27536385,9655087,12551066,6106261,17044716,1948688,81234,NA,NA,NA,NA,2.05645156097051,2.19286403115788,0.784325667179068,0.486274522084082,0.114327982936178,0.00476593449840995,0.0133033946632809,NA
"2524","007811_2017",2017-12-31,"007811",2157256,1623751,632358,2157256,1184032,673033,455112,165162,-964318,-462882,NA,NA,NA,NA,1.21487885453659,1.37137425339856,0.803167318072968,0.823127340035433,-5.83861905280876,-2.80259381697969,-1.01707272056109,NA
"2525","006505_2017",2017-12-31,"006505",19931000,16002000,10672000,19931000,14278000,3933000,2959000,25690000,1319000,195000,NA,NA,NA,NA,1.46471912580309,1.1207452024093,0.860226735947095,0.682724750693559,0.0513429349941611,0.00759050214091086,0.0659006421088205,NA
"2526","004030_2017",2017-12-31,"004030",45209970,15293068,64864185,45209970,10670050,28322516,8288229,18524601,3504303,111229,NA,NA,NA,NA,2.05570602868249,1.43327050951026,0.82470199581035,0.486450876753474,0.18917022828184,0.00600439383282803,0.0134201166497692,NA
"2527","008893_2017",2017-12-31,"008893",1628691,613084,2498706,1628691,160098,147165,1322128,2758,245036,143711,NA,NA,NA,NA,10.127447821573,3.8294294744469,0.188575363433332,0.0987415603238008,88.8455402465555,52.1069615663524,0.108696737380949,NA
"2528","011207_2017",2017-12-31,"011207",224583,39113,274231,224583,125408,165830,2310,1609,-41686,-14563,NA,NA,NA,NA,1.07590355654139,0.311886004082674,0.992130758853748,0.929451337826797,-25.9080174021131,-9.05096333126165,-6.304329004329,NA
"2529","020028_2017",2017-12-31,"020028",2059765,1156375,2299147,2059765,448118,638359,990695,1574474,158147,27758,NA,NA,NA,NA,3.18048334203117,2.58051450733958,0.523055866341353,0.314417619103568,0.100444338871267,0.0176300148494037,0.0280187141350264,NA
"2530","006700_2017",2017-12-31,"006700",540448,38767,923330,540448,289978,684777,NA,117447,-56817,-40115,NA,NA,NA,NA,0.987014172792138,0.133689452303278,NA,1.01315667754915,-0.483767146031827,-0.341558319923029,NA,NA
"2531","011070_2017",2017-12-31,"011070",473834,180636,616971,473834,52244,48170,375177,489743,-13221,-6702,NA,NA,NA,NA,7.94318521321728,3.45754536406094,0.211135198100889,0.125894080668801,-0.026995791670325,-0.0136847285208773,-0.0178635683957172,NA
"2532","018465_2017",2017-12-31,"018465",28340322,20203295,25453595,28340322,7013988,13005054,9720832,80007422,5300890,1573868,NA,NA,NA,NA,2.28067307116894,2.88042907971898,0.673138090632126,0.438467052836932,0.066254978194398,0.0196715249742705,0.1619067174497,NA
"2533","024180_2017",2017-12-31,"024180",14343210,8360567,8213589,14343210,9730998,1090303,3581183,4737772,1855728,925050,-255568,771531,-699314,-191804,1.53162323088508,0.859168504607647,0.751349628300229,0.652902084425898,0.391687907311707,0.195250003588184,0.25830849749929,515963
"2534","010880_2017",2017-12-31,"010880",80341,51842,48963,80341,14674,12635,56831,49386,3214,3209,NA,NA,NA,NA,3.69127393899447,3.53291536050157,0.324566199191823,0.270909181092208,0.0650791722350464,0.0649779289677236,0.0564656613468002,NA
"2535","009989_2017",2017-12-31,"009989",1176464,989879,339312,1176464,2940867,610939,NA,694505,-524363,-236025,NA,NA,NA,NA,0.374229617270763,0.336594276449768,NA,2.67215622134065,-0.755016882527844,-0.339846365396937,NA,NA
"2536","011231_2017",2017-12-31,"011231",204819,109527,225294,204819,23020,14169,172999,124056,-37040,-15704,NA,NA,NA,NA,9.00322676060125,4.75790616854909,0.176932079852323,0.111071288837916,-0.29857483717031,-0.126587992519507,-0.0907750911854982,NA
"2537","003328_2017",2017-12-31,"003328",24815927,3848260,28586535,24815927,2611219,10646640,13856372,4926061,2701273,1044049,NA,NA,NA,NA,2.44645798390223,1.4737408084117,0.488963120510407,0.408754209792292,0.548363692613632,0.211943985265306,0.0753479337881518,NA
"2538","004170_2017",2017-12-31,"004170",328096703,77018248,508785346,328096703,43357526,205422990,148105642,108532022,59417826,17669992,NA,NA,NA,NA,2.35470045411434,1.77635246070082,0.626830921122727,0.424682467892131,0.547468156448794,0.162809018706018,0.119306677054207,NA
"2539","003980_2017",2017-12-31,"003980",50301761,20537451,62782831,50301761,7714120,21031638,23893941,36917619,1056796,-338667,NA,NA,NA,NA,2.89852443619681,2.66231935723064,0.546085151436751,0.345003129010053,0.0286257897617937,-0.00917358727820448,-0.0141737606198994,NA
"2540","011592_2017",2017-12-31,"011592",3466377,1188426,4898610,3466377,1151821,1390181,1072831,3019592,767558,306264,NA,NA,NA,NA,2.39458348183833,1.03178011166666,0.703214228707108,0.417609161503234,0.254192619400237,0.101425623064308,0.285472735221111,NA
"2541","024295_2017",2017-12-31,"024295",23762000,11186000,23067000,23762000,4413000,16682000,8826000,84567000,3687000,1151000,NA,NA,NA,NA,1.62374970372126,2.53478359392703,0.705023227833294,0.615858464951975,0.0435985668168435,0.0136105100098147,0.130410151824156,NA
"2542","023302_2017",2017-12-31,"023302",90998612,35694534,122384336,90998612,30404812,26833619,34699924,90493494,-2346653,-4630873,NA,NA,NA,NA,2.76176106224854,1.17397647451331,0.622574017122669,0.362087804650932,-0.025931731622607,-0.051173546244109,-0.133454845607155,NA
"2543","023817_2017",2017-12-31,"023817",145330,123239,78995,145330,58270,16529,71503,308627,4033,2088,NA,NA,NA,NA,2.70369924731614,2.11496481894628,0.511264370958702,0.369863623327433,0.0130675540377219,0.00676544825954955,0.0292015719620156,NA
"2544","004820_2017",2017-12-31,"004820",53341550,21767421,71407985,53341550,19137732,31648899,5690350,49260594,14775775,4133321,NA,NA,NA,NA,1.83464435748849,1.13740860202243,0.899244791431043,0.54506476741298,0.299951214554985,0.0839072504891029,0.72637377314225,NA
"2545","020710_2017",2017-12-31,"020710",1171990,390289,1602935,1171990,299534,1378996,NA,872172,-1152590,-606869,NA,NA,NA,NA,1.18748190380869,1.30298730695013,NA,0.842118096109619,-1.32151685676678,-0.695813440468165,NA,NA
"2546","023590_2017",2017-12-31,"023590",612190,86309,1073506,612190,146149,313322,167094,529726,497984,163361,NA,NA,NA,NA,2.52423983232892,0.590554844713272,0.733317373297264,0.396158870164638,0.940078455654433,0.308387732525872,0.977659281601973,NA
"2547","015458_2017",2017-12-31,"015458",130410,39965,159506,130410,43134,83974,10771,215719,-35517,-1356,NA,NA,NA,NA,1.56930326966045,0.92653127463254,0.921880779524075,0.637225461345258,-0.164644746174421,-0.00628595534004886,-0.125893603193761,NA
"2548","024058_2017",2017-12-31,"024058",2284985,493151,3511404,2284985,362053,792721,1270256,1077876,62414,14640,NA,NA,NA,NA,3.46782573906236,1.36209615719246,0.4761895729125,0.2883651242148,0.0579046198263993,0.0135822673480066,0.0115252358579688,NA
"2549","006815_2017",2017-12-31,"006815",243166,1115,300120,243166,78364,1055028,NA,4522,187964,44003,NA,NA,NA,NA,0.265781830117029,0.0142284722576693,NA,3.76248443905921,41.5665634674923,9.73087129588678,NA,NA
"2550","020524_2017",2017-12-31,"020524",4729857,4307305,1116383,4729857,1450171,1637863,2005904,1583950,-674455,-343437,NA,NA,NA,NA,1.75635630954841,2.97020489307813,0.606217429422973,0.569360553188163,-0.425805738817513,-0.216823132043309,-0.171213078990819,NA
"2551","020346_2017",2017-12-31,"020346",2619492,1838636,1912243,2619492,1576748,552286,745932,4100711,-164879,-112720,NA,NA,NA,NA,1.76177505854768,1.16609375753132,0.740542322935297,0.567609352367805,-0.0402074176892739,-0.0274879161199119,-0.151112970083064,NA
"2552","000701_2017",2017-12-31,"000701",94081,78640,98838,94081,22622,13398,58852,37635,-4531,-4021,NA,NA,NA,NA,4.92720710716269,3.47626204579613,0.379669449363353,0.202954732417539,-0.120393250963199,-0.106842035339445,-0.0683239312172908,NA
"2553","004774_2017",2017-12-31,"004774",300118,293241,8044,300118,233788,140122,NA,53,-50902,-21776,NA,NA,NA,NA,0.80576876788532,1.25430304378326,NA,1.24105083226845,-960.415094339623,-410.867924528302,NA,NA
"2554","014826_2017",2017-12-31,"014826",47928000,37012000,26089000,47928000,28992000,6754000,13292000,44634000,2288000,865000,NA,NA,NA,NA,1.76526044872154,1.27662803532009,0.728944899873567,0.566488645187873,0.0512613702558588,0.0193798449612403,0.0650767378874511,NA
"2555","022470_2017",2017-12-31,"022470",7419513,5670324,5057283,7419513,4136036,1511034,2073977,11984250,1364567,389022,NA,NA,NA,NA,1.8996766464733,1.37095615221918,0.731386559361703,0.526405376334163,0.113863362329724,0.0324611052005758,0.18757295765575,NA
"2556","020877_2017",2017-12-31,"020877",4968060,3805935,1707819,4968060,1008991,2202712,1795323,518142,-605820,-309123,NA,NA,NA,NA,1.71676957676348,3.77202076133484,0.641439249566509,0.582489352988907,-1.16921616082078,-0.596599001818034,-0.172182387236169,NA
"2557","021440_2017",2017-12-31,"021440",3690947,1305648,5583931,3690947,976032,574755,2146495,1249816,-236265,420568,NA,NA,NA,NA,4.44263396585089,1.33771023900856,0.419439739787227,0.225091692830578,-0.189039826662485,0.336503933378993,0.195932438696573,NA
"2558","012190_2017",2017-12-31,"012190",685366,339520,713650,685366,483248,372761,NA,1096718,280803,126824,NA,NA,NA,NA,1.23032584937775,0.702579213985366,NA,0.812792806479486,0.256039382958974,0.115639571886301,NA,NA
"2559","019836_2017",2017-12-31,"019836",28539273,10930376,39704163,28539273,4991391,13250617,10297265,7670777,4834904,1510530,NA,NA,NA,NA,2.77571082087016,2.18984567628543,0.639189652798794,0.360268077092595,0.630301728234311,0.196920077327238,0.146692349861832,NA
"2560","011762_2017",2017-12-31,"011762",1120485,768532,853459,1120485,266634,146763,784573,1263082,431786,188939,NA,NA,NA,NA,3.92356741824445,2.88234808764074,0.34508126246901,0.25487009484023,0.3418511228883,0.149585695940564,0.240817616716354,NA
"2561","021334_2017",2017-12-31,"021334",69662,29936,85451,69662,43785,48348,NA,37102,-9619,-9485,NA,NA,NA,NA,1.25239599274961,0.683704464999429,NA,0.798469498297035,-0.259258261010188,-0.255646595870843,NA,NA
"2562","020494_2017",2017-12-31,"020494",5062802,710544,9015651,5062802,321527,1948469,2806635,692156,696642,218873,NA,NA,NA,NA,4.28467495096908,2.20990461143232,0.447146148695858,0.23338993306221,1.00648119788025,0.316219176023902,0.0779841340252651,NA
"2563","020516_2017",2017-03-31,"020516",8691883,2624504,13156907,8691883,1988833,3401445,3403320,2609519,1082528,283867,NA,NA,NA,NA,2.92775456108201,1.31962009882177,0.612977532063667,0.341558685722081,0.414838136836712,0.108781350126211,0.0834088478309415,NA
"2564","013471_2017",2017-12-31,"013471",533380,74857,899341,533380,631166,217911,NA,389175,-188198,-72025,NA,NA,NA,NA,1.14736119339,0.118601128704651,NA,0.871565123311688,-0.483581936146978,-0.185070983490718,NA,NA
"2565","022020_2017",2017-12-31,"022020",11500924,5203195,15403158,11500924,3129688,7253379,1189320,7255804,738399,16718,NA,NA,NA,NA,1.98461138698229,1.66252834148324,0.897227771591116,0.503876983957326,0.101766668449148,0.00230408649406737,0.0140567719369051,NA
"2566","019992_2017",2017-12-31,"019992",2493625,1425515,2705333,2493625,619286,730532,1261577,2227330,247751,93258,NA,NA,NA,NA,3.06029998118265,2.30186860352083,0.51689537584318,0.326765351811541,0.111232282598447,0.0418698621219128,0.0739217661704359,NA
"2567","012530_2017",2017-12-31,"012530",73683,15157,94760,73683,7917,67454,33717,1799,-174455,-22631,NA,NA,NA,NA,1.45834604821483,1.91448781103954,0.690919257846876,0.685708307177234,-96.9733185102835,-12.579766536965,-0.671204436930925,NA
"2568","005770_2017",2017-12-31,"005770",2039758,482110,3069629,2039758,554266,278879,1237297,1205361,113760,41937,NA,NA,NA,NA,4.26305024935635,0.869817019265118,0.402399584243364,0.234573824259046,0.0943783646558998,0.0347920664431652,0.0338940448412952,NA
"2569","007510_2017",2017-12-31,"007510",1075423,711545,861371,1075423,280526,152958,643500,672873,106358,37954,NA,NA,NA,NA,3.62854453682258,2.53646720803063,0.402498087251064,0.275592593628649,0.158065489327109,0.0564058893728831,0.058980574980575,NA
"2570","001694_2017",2017-12-31,"001694",202655,330637,35048,202655,4839,20780,182536,16356,9456,8134,NA,NA,NA,NA,14.2739763456809,68.3275470138458,0.123076553529822,0.0700575632033034,0.578136463683052,0.497309855710443,0.044561072884253,NA
"2571","020125_2017",2017-12-31,"020125",1389568,643901,1793370,1389568,425923,305222,926609,1437283,1321297,502830,NA,NA,NA,NA,3.33349882718202,1.51177795047462,0.44104553510352,0.299985106293063,0.919301905052798,0.349847594384683,0.542656071762739,NA
"2572","024627_2017",2017-12-31,"024627",366081,259507,230668,366081,222072,10297,138336,617658,312820,103128,NA,NA,NA,NA,2.10946813043048,1.16857145430311,0.626829959131924,0.474053144285204,0.506461504586681,0.166966185170434,0.745489243580847,NA
