"","cd_cvm","nome_companhia"
"476","015458","EMBPAR PARTICIPAÇÕES S/A"
"477","006815","IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL"
"478","014052","BFB LEASING S.A. ARRENDAMENTO MERCANTIL"
"479","020524","EVEN CONSTRUTORA E INCORPORADORA S.A."
"480","014443","CIA SANEAMENTO BASICO EST SAO PAULO"
"481","020346","PROFARMA DISTRIB PROD FARMACEUTICOS S.A."
"482","000701","BAHEMA EDUCAÇÃO S.A."
"483","004774","CONSTRUTORA LIX DA CUNHA S.A."
"484","016241","SOC.DE ABASTEC.DE ÁGUA E SANEAMENTO S.A."
"485","020559","SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL"
"486","014826","CIA BRASILEIRA DE DISTRIBUICAO"
"487","019640","BRADESCO LEASING S.A. ARREND MERCANTIL"
"488","022470","MAGAZINE LUIZA S.A."
"489","020877","HELBOR EMPREENDIMENTOS S.A."
"490","021440","RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A."
"491","012190","BOMBRIL S.A."
"492","011762","VULCABRAS S.A."
"493","021334","NUTRIPLANT INDUSTRIA E COMERCIO S.A."
"494","020494","IGUATEMI EMPRESA DE SHOPPING CENTERS S.A"
"495","013471","PLASCAR PARTICIPACOES INDUSTRIAIS S.A."
"496","022020","JSL S.A."
"497","002488","CERAMICA CHIARELLI SA"
"498","019992","TOTVS S.A."
"499","019755","HSBC LEASING ARRENDAMENTO MERCANTIL (BRASIL) S/A"
"500","012262","JPSP INVESTIMENTOS E PARTICIPAÇÕES S/A"
"501","012530","ITAUTEC S.A. - GRUPO ITAUTEC"
"502","014850","HAUSCENTER SA"
"503","005770","EUCATEX S.A. INDUSTRIA E COMERCIO"
"504","007510","INDUSTRIAS ROMI S.A."
"505","014559","M&G POLIÉSTER SA"
"506","001694","BICICLETAS MONARK S.A."
"507","001686","PRÓ METALURGIA SA"
"508","020125","ODONTOPREV S.A."
"509","019046","BROOKFIELD SÃO PAULO EMPREENDIMENTOS IMOBILIÁRIOS S.A."
"510","022381","AUTOMETAL S.A."
"511","014346","WHIRLPOOL S.A."
"512","021199","BCO PAN S.A."
"513","013447","POLPAR S.A."
"514","014931","DIXIE TOGA SA"
"515","009393","PARANAPANEMA S.A."
"516","008036","LIGHT SERVICOS DE ELETRICIDADE S.A."
"517","008575","MAHLE-METAL LEVE S.A."
"518","010472","SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL"
"519","008672","JEREISSATI PARTICIPACOES S.A."
"520","022306","RAIA S.A."
"521","007978","LARK SA MAQ E EQUIPAMENTOS"
"522","012319","INDUSTRIAS J B DUARTE S.A."
"523","012793","FIBRIA CELULOSE S.A."
"524","009067","SUZANO HOLDING S.A."
"525","003654","CIA MELHORAMENTOS DE SAO PAULO"
"526","000906","BCO BRADESCO S.A."
"527","001384","BCO ALFA DE INVESTIMENTO S.A."
"528","021881","FLEURY S.A."
"529","001520","BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL"
"530","019348","ITAU UNIBANCO HOLDING S.A."
"531","004650","CONFAB INDUSTRIAL SA"
"532","009083","NORDON INDUSTRIAS METALURGICAS S.A."
"533","020680","BANCO SOFISA SA"
"534","014320","USINAS SID DE MINAS GERAIS S.A.-USIMINAS"
"535","002577","CESP - CIA ENERGETICA DE SAO PAULO"
"536","004723","CONSTRUTORA ADOLPHO LINDENBERG S.A."
"537","020885","BCO INDUSVAL S.A."
"538","008397","MANGELS INDUSTRIAL S.A."
"539","016306","ROSSI RESIDENCIAL S.A."
"540","009040","NADIR FIGUEIREDO IND E COM S.A."
"541","010456","ALPARGATAS S.A."
"542","004448","COBRASMA S.A."
"543","008427","MANUFATURA DE BRINQUEDOS ESTRELA S.A."
"544","001970","BRASMOTOR SA"
"545","002100","CAMBUCI S.A."
"546","005762","ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL"
"547","014923","SANTHER FAB DE PAPEL STA THEREZINHA S.A."
"548","011932","IOCHPE MAXION S.A."
"549","012823","SIDERURGICA J. L. ALIPERTI S.A."
"550","022055","MARISA LOJAS S.A."
"551","004758","CONSTRUTORA BETER SA"
"552","011975","AZEVEDO E TRAVASSOS S.A."
"553","001562","BAUMER S.A."
"554","006017","FIBAM COMPANHIA INDUSTRIAL"
"555","019623","DIAGNOSTICOS DA AMERICA S.A."
"556","007617","ITAÚSA S.A."
"557","019798","PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A"
"558","003190","REDE ENERGIA PARTICIPAÇÕES S.A."
"559","005258","RAIA DROGASIL S.A."
"560","014176","ELETROPAULO METROP. ELET. SAO PAULO S.A."
"561","015636","CIA GAS DE SAO PAULO - COMGAS"
"562","009415","SAO PAULO TURISMO S.A."
"563","019844","SAFRA LEASING SA ARRENDAMENTO MERCANTIL"
"564","020753","BANCO CRUZEIRO DO SUL SA"
"565","020567","BCO PINE S.A."
"566","020796","BCO DAYCOVAL S.A."
"567","019631","CAMARGO CORREA CIMENTOS SA"
"568","021466","BANCO RCI BRASIL S.A."
"569","014214","DIBENS LEASING S.A. - ARREND.MERCANTIL"
"570","020451","RNI NEGÓCIOS IMOBILIÁRIOS S.A."
"571","020486","CAMARGO CORREA DESENVOLVIMENTO IMOBILIARIO SA"
"572","020389","TC SECURITIES CIA DE SECURITIZAÇÃO"
"573","020702","VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL"
"574","020931","MINERVA S.A."
"575","019496","REDFACTOR FACTORING E FOMENTO COML S/A"
"576","015121","CCB BRASIL ARRENDAMENTO MERCANTIL S.A."
"577","021032","ALGAR TELECOM S/A"
"578","021148","CONSTRUTORA TENDA S.A."
"579","019550","NATURA COSMETICOS S.A."
"580","014460","CYRELA BRAZIL REALTY S.A.EMPREEND E PART"
"581","014303","SNB PARTICIPACOES SA"
"582","015024","FENICIAPAR S/A"
"583","003336","CIA. IGUAÇU DE CAFÉ SOLÚVEL"
"584","014311","CIA PARANAENSE DE ENERGIA - COPEL"
"585","018627","CIA SANEAMENTO DO PARANA - SANEPAR"
"586","020974","COMPANHIA PROVIDENCIA IND E COMERCIO"
"587","011312","OI S.A. - EM RECUPERAÇÃO JUDICIAL"
"588","007595","INEPAR S.A. INDUSTRIA E CONSTRUCOES"
"589","002909","CIA CACIQUE CAFE SOLUVEL"
"590","014761","CIA HERING"
"591","015610","CECRISA REVESTIMENTOS CERAMICOS SA"
"592","008605","METALGRAFICA IGUACU S.A."
"593","020362","POSITIVO TECNOLOGIA S.A."
"594","015113","IGUACU CELULOSE PAPEL SA"
"595","020656","BEMATECH IND COM EQUIP ELETRONICOS SA"
"596","016861","CIA CATARINENSE DE AGUAS E SANEAM.-CASAN"
"597","011223","TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL"
"598","004146","KARSTEN S.A."
"599","008117","LOJAS HERING S.A."
"600","020141","CREMER SA"
"601","005380","ELECTRO ACO ALTONA S.A."
"602","005827","FAB TECIDOS CARLOS RENAUX SA - EM RECUPERACAO JUDICIAL"
"603","002038","BUETTNER SA IND E COMERCIO - EM RECUPERAÇÃO JUDICIAL"
"604","003549","CIA INDUSTRIAL SCHLOSSER S.A."
"605","007544","TEXTIL RENAUXVIEW S.A."
"606","013773","PBG S/A"
"607","002461","CENTRAIS ELET DE SANTA CATARINA S.A."
"608","003174","CIA DOCAS DE IMBITUBA"
"609","005410","WEG S.A."
"610","008486","MARISOL SA"
"611","006343","TUPY S.A."
"612","005207","DOHLER S.A."
"613","011991","WETZEL S.A. EM RECUPERAÇÃO JUDICIAL"
"614","008648","METALURGICA DUQUE SA"
"615","014664","SCHULZ S.A."
"616","015407","TERMINAIS PORTUARIOS PONTA DO FELIX S.A."
"617","013439","METALURGICA RIOSULENSE S.A."
"618","019801","BUDDEMEYER S/A"
"619","008753","METISA METALURGICA TIMBOENSE S.A."
"620","019658","POMIFRUTAS S/A"
"621","010561","SEIVA S.A. - FLORESTAS E INDÚSTRIAS"
"622","013285","JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP"
"623","003298","CIA HABITASUL DE PARTICIPACOES"
"624","006211","FRAS-LE S.A."
"625","005312","MUNDIAL S.A. - PRODUTOS DE CONSUMO"
"626","008451","MARCOPOLO S.A."
"627","006378","GAZOLA SA INDÚSTRIA METALURGICA"
"628","014109","RANDON S.A. IMPLEMENTOS E PARTICIPACOES"
"629","020745","SLC AGRICOLA S.A."
"630","020060","LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL"
"631","012858","DIGITEL SA INDUSTRIA ELETRONICA"
"632","012653","KLABIN S.A."
"633","013030","CONSTRUTORA SULTEPA S.A."
"634","019615","GRENDENE S.A."
"635","013765","MINUPAR PARTICIPACOES S.A."
"636","020532","BCO SANTANDER (BRASIL) S.A."
"637","007064","IND MAQS AGRICOLAS FUCHS SA"
"638","012572","RECRUSUL S.A."
"639","006076","FINANSINOS S.A.- CREDITO FINANC E INVEST"
"640","013412","ÉVORA SA"
"641","007870","KEPLER WEBER S.A."
"642","004537","GRAZZIOTIN S.A."
"643","008192","TREVISA INVESTIMENTOS S.A."
"644","000140","YARA BRASIL FERTILIZANTES"
"645","009342","DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS"
"646","008656","METALURGICA GERDAU S.A."
"647","000094","PANATLANTICA S.A."
"648","001210","BCO ESTADO DO RIO GRANDE DO SUL S.A."
"649","003204","CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT"
"650","015822","BANRISUL ARMAZENS GERAIS SA"
"651","006629","HERCULES S.A. FABRICA DE TALHERES"
"652","008133","LOJAS RENNER S.A."
"653","006173","TAURUS ARMAS S.A."
"654","002429","IRANI PAPEL E EMBALAGEM S.A."
"655","016748","CIA RIOGRANDENSE DE SANEAMENTO"
"656","005150","DHB IND E COMERCIO SA"
"657","010960","SPRINGER S.A."
"658","013790","SDV ADM-DE SHOPPING CENTERS SA"
"659","013854","CEMEPE INVESTIMENTOS S.A."
"660","018279","RASIP AGRO PASTORIL SA"
"661","001570","EXCELSIOR ALIMENTOS S.A."
"662","004693","CONSERVAS ODERICH S.A."
"663","021091","DURATEX S.A."
"664","023000","LIGHT ENERGIA S.A."
"665","023060","TRIÂNGULO DO SOL AUTO-ESTRADAS S.A."
"666","022799","SENIOR SOLUTION S.A."
"667","023035","LINX S.A."
"668","022810","ELDORADO BRASIL CELULOSE S.A."
"669","020036","BRASILAGRO - CIA BRAS DE PROP AGRICOLAS"
"670","021709","CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES"
"671","080071","COSAN LIMITED"
"672","022535","COPERSUCAR S.A."
"673","022926","VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA"
"674","022136","TEREOS INTERNACIONAL S/A"
"675","022870","COMPANHIA AURIFERA BRASILEIRA S.A."
"676","023086","INTERMULTIMODAL S.A."
"677","023078","EOX ENERGIA EÓLICA S.A."
"678","023027","LOUCOS POR FUTEBOL S.A."
"679","023094","UTILIUM PARTICIPAÇÕES S.A."
"680","023043","INTELLECTUAL SERVICES S.A - GESTÃO DE ATIVOS DO CONHECIMENTO"
"681","022977","FERREIRA GOMES ENERGIA S.A."
"682","022837","DROGARIAS AMERICANAS S.A."
"683","022900","PLAY BEVERAGE SOUTH AMERICA S.A."
"684","022896","EKOPARKING S.A."
"685","022888","INTERCOSMETIC HOLDING S.A."
"686","022934","ATLETAS BRASILEIROS S.A."
"687","023124","COMPANHIA FERRIFERA BRASILEIRA S.A."
"688","022772","VIGOR ALIMENTOS S.A."
"689","022802","REIT SECURITIZADORA DE RECEBÍVEIS IMOBILIÁRIOS S/A"
"690","022578","HARPIA ÔMEGA PARTICIPAÇÕES S.A."
"691","022586","MLOG S.A."
"692","023051","TECNO WASTE S.A."
"693","022918","ATIVOS BRASILEIROS S.A."
"694","022705","BRASIL TRAVEL TURISMO E PARTICIPAÇÕES S.A."
"695","022730","SEABRAS SERVIÇOS DE PETRÓLEO S.A"
"696","022640","NISA PARTICIPACOES S.A."
"697","022667","NAOMI PARTICIPAÇÕES S.A."
"698","022632","BELEZA PARTICIPAÇÕES S.A."
"699","022659","NOAH PARTICIPAÇÕES S.A."
"700","023019","FONTAINE VILLE PARTICIPAÇÕES S/A"
"701","080144","PACIFIC RUBIALES ENERGY CORP."
"702","022853","FRIGOL FOODS PARTICIPAÇÕES S.A."
"703","022969","RIO MONSARÁS PARTICIPAÇÕES S.A."
"704","080152","PPLA PARTICIPATIONS LTD."
"705","023574","INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A."
"706","022942","MGI - MINAS GERAIS PARTICIPAÇÕES S.A."
"707","022985","NORTEC QUÍMICA S.A."
"708","022829","CIMENTO TUPI S.A."
"709","001201","BANCO BERJ S.A."
"710","012220","USINA COSTA PINTO SA ACUC ALC"
"711","019836","COSAN S.A."
"712","020516","SAO MARTINHO S.A."
"713","012181","MARAMBAIA ENERGIA RENOVÁVEL SA"
"714","022993","COMPANHIA DE CRÉDITO FINANCIAMENTO E INVESTIMENTO RCI BRASIL"
"715","518700","BRAMEX - BRASIL MERCANTIL S.A."
"716","009539","PETTENATI S.A. INDUSTRIA TEXTIL"
"717","022780","UNICASA INDÚSTRIA DE MÓVEIS S.A."
"718","023167","RODOVIAS DAS COLINAS S.A."
"719","080101","SOLVAY INDUPA SAIC"
"720","023264","AMBEV S.A."
"721","023175","IGUA SANEAMENTO S.A."
"722","023213","ITAQUI GERAÇÃO DE ENERGIA S.A."
"723","080063","BCO PATAGONIA S.A."
"724","023272","LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES"
"725","023248","ANIMA HOLDING S.A."
"726","023329","TERMELÉTRICA PERNAMBUCO III S.A."
"727","023310","CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A."
"728","023345","SUL INVEST SECURITIZADORA S/A"
"729","023132","BSI CAPITAL SECURITIZADORA S.A."
"730","023191","DELUXE MOTORS S.A."
"731","023205","BR TOWERS SPE1 S.A"
"732","080136","TGLT S/A"
"733","022764","GAIA IMPACTO SECURITIZADORA S.A."
"734","023353","CAPITALE SECURITIZADORA DE CRÉDITO S/A"
"735","023108","BPMB I PARTICIPAÇÕES S.A."
"736","022845","BIOSEV S.A."
"737","022861","MBK SECURITIZADORA SA"
"738","023140","SMILES S.A."
"739","022950","AR CAPITAL SECURITIES COMPANHIA SECURITIZADORA S.A."
"740","023116","FINPAR PARTICIPAÇÕES S/A"
"741","023159","BB SEGURIDADE PARTICIPAÇÕES S.A."
"742","023302","QUALITY SOFTWARE S.A."
"743","023280","OURO VERDE LOCACAO E SERVICO S.A."
"744","023183","ALTUS SISTEMAS DE AUTOMAÇÃO S.A."
"745","023434","LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL"
"746","023469","PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO"
"747","023442","ÁGUAS GUARIROBA S.A"
"748","080160","BANCO SANTANDER S.A."
"749","023531","CLARO TELECOM PARTICIPAÇÕES S.A."
"750","023230","RAIZEN ENERGIA S.A."
"751","023396","AEGEA SANEAMENTO E PARTICIPAÇÕES S.A."
"752","023493","DOMMO ENERGIA S.A."
"753","023426","OMEGA GERAÇÃO S.A."
"754","023388","SANTO ANTONIO ENERGIA S.A."
"755","023418","GAVEA SECURITIZADORA S/A"
"756","023299","JP PARTICIPAÇÕES S.A."
"757","023540","SALUS INFRAESTRUTURA PORTUARIA SA"
"758","023515","CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A."
"759","023370","FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A."
"760","023485","COSAN LOGISTICA S.A."
"761","023337","ISEC BRASIL SECURITIZADORA S/A"
"762","023256","CONSULT SECURITIZADORA S/A"
"763","023523","PORTO SUDESTE V.M. S.A."
"764","023450","RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A."
"765","023736","FORNO DE MINAS ALIMENTOS S.A."
"766","023612","MAESTRO LOCADORA DE VEICULOS S.A."
"767","023680","LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A"
"768","023671","LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A"
"769","023779","BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A."
"770","023728","PRÁTICA PARTICIPAÇÕES S/A"
"771","023710","BR HOME CENTERS S.A."
"772","023604","YOU INC INCORPORADORA E PARTICIPAÇÃO S.A"
"773","023620","CBO HOLDING S.A."
"774","503711","ÓLEOS DE PALMA S.A. AGROINDUSTRIAL"
"775","023906","NASA SECURITIZADORA S.A."
"776","023582","ECO101 CONCESSIONÁRIA DE RODOVIAS S.A."
"777","023868","CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL"
"778","023744","RENOVA COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A."
"779","023884","ECO050 CONCESSIONÁRIA DE RODOVIAS S.A."
"780","023400","SCCA - SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S.A."
"781","023361","SPE AKRO SECURITIZADORA S.A."
"782","023833","CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A."
"783","023892","CONCESSIONÁRIA BR-040 S.A."
"784","023477","LOGOS COMPANHIA SECURITIZADORA S/A"
"785","023507","OURO FINO SAUDE ANIMAL PARTICIPACOES S.A."
"786","023752","SEC TWO COMPANHIA SECURITIZADORA DE CRÉDITOS"
"787","023760","REAG SECURITIES - SECURITIZADORA DE CRÉDITOS  S/A"
"788","003450","COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES"
"789","023701","ENCALSO PARTICIPAÇÕES EM CONCESSÕES S/A"
"790","023825","MOVIDA PARTICIPACOES SA"
"791","023558","LEADS CIA. SECURITIZADORA"
"792","023566","FORTUNATO SECURITIZADORA S/A"
"793","023876","GPR - PINHEIRO & RINALDO CAPITAL S/A"
"794","023639","FINSBURY PARTICIPAÇÕES S.A."
"795","023663","FOXFIELD PARTICIPAÇÕES S.A."
"796","023655","FOURSTONES PARTICIPAÇÕES S.A."
"797","023647","FRIESTON PARTICIPAÇÕES S.A."
"798","023809","COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS"
"799","023817","BRQ SOLUCOES EM INFORMATICA S.A."
"800","023590","WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A."
"801","024015","NCF PARTICIPAÇÕES S/A"
"802","023965","CINESYSTEM S.A."
"803","023930","BRASILIANA PARTICIPAÇÕES S/A"
"804","024104","CONCESSIONÁRIA DA RODOVIA MG-050 S.A."
"805","024066","TCP TERMINAL DE CONTEINERES DE PARANAGUA SA"
"806","023957","SUGOI S.A."
"807","024074","PERDIZES - SECURITIZADORA DE RECEBÍVEIS COMERCIAIS S/A"
"808","023973","AVAL SECURITIZADORA DE CREDITOS S.A."
"809","023922","CONCESSIONÁRIA ROTA DO OESTE S.A."
"810","024040","GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S/A."
"811","023850","BTGI QUARTZO PARTICIPAÇÕES S/A"
"812","023841","BTGI SAFIRA PARTICIPAÇÕES S/A"
"813","023787","RR CASA DE INVESTIMENTOS E PARTICIPAÇÕES S.A."
"814","023698","SENECA COMPANHIA SECURITIZADORA"
"815","023795","CAIXA SEGURIDADE PARTICIPAÇÕES S.A."
"816","023949","COMPANHIA CARIOCA DE SECURITIZAÇÃO S.A. - RIO SECURITIZAÇÃO"
"817","023914","COMPANHIA PARANAENSE DE SECURITIZAÇÃO - PRSEC"
"818","024058","CENTRO DE IMAGEM DIAGNOSTICOS S.A."
"819","024244","MAGNESITA MINERAÇÃO S.A."
"820","024252","SMILES FIDELIDADE S.A."
"821","023981","CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A."
"822","024260","SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A."
"823","024112","AZUL S.A."
"824","024279","INTER CONSTRUTORA E INCORPORADORA S.A."
"825","024350","FLEX GESTÃO DE RELACIONAMENTOS S.A."
"826","024287","BRASIL SECURITIZADORA S/A"
"827","024317","BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES SA"
"828","024236","PRINER SERVIÇOS INDUSTRIAIS S.A."
"829","024090","INSTITUTO HERMES PARDINI S.A."
"830","024155","COMPANHIA ENERGÉTICA SINOP S/A"
"831","080179","BIOTOSCANA INVESTMENTS S.A."
"832","024163","PACIFIC RDSL PARTICIPAÇÕES S.A."
"833","024139","CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE"
"834","024309","VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S/A"
"835","024210","ARGO TRANSMISSÃO DE ENERGIA S/A"
"836","024120","ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A"
"837","024023","TRÍPLICE SECURITIZADORA DE ATIVOS MERCANTIS S/A"
"838","024031","TRIUNFO SECURITIZADORA DE ATIVOS S/A"
"839","023990","VERT COMPANHIA SECURITIZADORA"
"840","024198","LGT HUB PARTICIPAÇÕES S.A."
"841","024082","TRAVESSIA SECURITIZADORA S.A."
"842","024341","ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A."
"843","024180","IRB - BRASIL RESSEGUROS S.A."
"844","024295","PETROBRAS DISTRIBUIDORA S/A"
"845","024171","ATACADÃO S.A."
"846","024201","STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS"
"847","024406","BANCO INTER S.A."
"848","024660","BBM LOGÍSTICA S.A."
"849","024414","DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS S.A"
"850","024490","SABER SERVIÇOS EDUCACIONAIS S.A."
"851","024708","NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS"
"852","024392","HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A."
"853","024473","JHSF MALLS S.A."
"854","024546","PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A."
"855","024376","HRH ILHA DO SOL EMPREENDIMENTOS IMOBILIÁRIOS SPE S/A"
"856","024384","NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A."
"857","024538","RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A."
"858","024503","AMALFI EMPREENDIMENTOS E PARTICIPAÇÕES S.A."
"859","024449","USINAGEM EDLYN PARTICIPAÇÕES S.A."
"860","024457","EQUATORIAL TRANSMISSORA 7 SPE S.A."
"861","024325","EDAFO SECURITIZADORA S/A"
"862","024147","CIA SEC CRED FIN CARTÕES CONSIG BMG"
"863","024333","TOKE INVEST SECURITIZADORA S.A"
"864","024481","EQUATORIAL TRANSMISSORA 8 SPE S.A."
"865","025607","VIAPAULISTA S.A."
"866","024589","ENERGISA TRANSMISSÃO DE ENERGIA S/A"
"867","024368","RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS"
"868","024422","COMPANHIA ENERGÉTICA JAGUARA"
"869","024430","COMPANHIA ENERGÉTICA MIRANDA"
"870","024686","ROMAXIS SECURITIZADORA S.A."
"871","024619","ESTTEIO COMPANHIA SECURITIZADORA DE CRÉDITOS"
"872","024635","RHC SECURITIZADORA DE CRÉDITOS S/A"
"873","024627","BLAU FARMACÊUTICA S.A."
"874","90212","MULTILASER INDUSTRIAL S.A."
"875","024600","BANCO BMG S/A"
"876","024228","CAMIL ALIMENTOS S.A."
"877","024554","BANRISUL CARTÕES S.A."
"878","024880","LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A."
"879","024937","LINHA AMARELA S.A. - LAMSA"
"880","024813","LOCALIZA FLEET S.A."
"881","024910","LOCAWEB SERVIÇOS DE INTERNET S.A."
"882","024872","LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A"
"883","024929","TIM S.A."
"884","024740","COPEL GERAÇÃO E TRANSMISSÃO S.A."
"885","024759","LITELA PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO"
"886","024767","VENTOS DO SUL ENERGIA S.A."
"887","024821","REDE D'OR SÃO LUIZ S.A."
"888","024864","ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A"
"889","024902","MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A."
"890","025828","MOVIDA LOCAÇÃO DE VEÍCULOS S.A."
"891","025135","BOA VISTA SERVIÇOS S.A."
"892","024694","GRUPO SBF S.A."
"893","024775","BCBF PARTICIPAÇÕES S.A."
"894","025178","COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG"
"895","025623","RIO PARANA ENERGIA S.A."
"896","024716","VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A."
"897","024830","BRK AMBIENTAL PARTICIPAÇÕES S.A."
"898","024570","COPISEC SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A."
"899","024899","CONSIGNADOS I COMPANHIA SECURITIZADORA CRÉDITOS FINANCEIROS"
"900","024511","COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-REBEL"
"901","024520","COMPANHIA SECURITIZADORA DE CRÉD. FINANCEIROS VERT-NEXOOS"
"902","024562","GUARDIAN COMPANHIA SECURITIZADORA"
"903","024597","CELEO REDES TRANSMISSÃO DE ENERGIA S.A."
"904","024643","CASA DE PEDRA SECURITIZADORA DE CREDITO S/A"
"905","024651","CONTAGEM SECURITIZADORA DE CRÉDITOS S.A."
"906","024732","FILADÉLFIA SECURITIZADORA S/A"
"907","024678","SLOT URBANISMO S/A"
"908","024724","COBUCCIO SECURITIZADORA DE CRÉDITOS S.A."
"909","024848","C&A MODAS S.A."
"910","026069","ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A."
"911","025577","EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A."
"912","025160","SEQUOIA LOGÍSTICA E TRANSPORTES S.A."
"913","024945","USINA TERMELÉTRICA PAMPA SUL S.A."
"914","026166","GRUPO FARTURA DE HORTIFRUT S.A."
"915","025372","SENDAS DISTRIBUIDORA S.A."
"916","025410","SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A."
"917","025003","SIMPAR S.A."
"918","080187","AURA MINERALS INC."
"919","025224","2W ECOBANK S.A."
"920","025100","CURY CONSTRUTORA E INCORPORADORA S.A."
"921","026115","GUARARAPES PAINÉIS S.A."
"922","025585","CSN MINERAÇÃO S.A."
"923","025500","BEMOBI MOBILE TECH S.A."
"924","025348","ELFA MEDICAMENTOS S.A."
"925","025470","MOSAICO TECNOLOGIA AO CONSUMIDOR S.A."
"926","025534","OCEANPACT SERVIÇOS MARITIMOS S.A."
"927","025569","ELETROMIDIA S.A."
"928","024988","NORTE BRASIL TRANSMISSORA DE ENERGIA S.A."
"929","025852","W2W E-COMMERCE DE VINHOS S.A."
"930","025399","NEOGRID PARTICIPAÇÕES S.A."
"931","025011","GRUPO DE MODA SOMA S.A."
"932","025437","URBA DESENVOLVIMENTO URBANO S.A."
"933","025704","BOA SAFRA SEMENTES S.A."
"934","025550","ORIZON VALORIZAÇÃO DE RESÍDUOS S.A."
"935","025291","3R PETROLEUM ÓLEO E GÁS S.A."
"936","025046","D1000 VAREJO FARMA PARTICIPAÇÕES S.A."
"937","025119","MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A."
"938","025097","NORTE ENERGIA S.A."
"939","025283","AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A."
"940","024961","AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A."
"941","024996","RIVA INCORPORADORA S.A"
"942","025232","MÉLIUZ S.A."
"943","025321","GRANBIO INVESTIMENTOS S.A."
