"cia_ano","ano","cd_cvm","ativo_total","ativo_circulante","ativo_nao_circulante","passivo_total","passivo_circulante","passivo_nao_circulante","patrimonio_liquido","receitas","resultado_operacional","lucro_liquido","fc_operacional","fc_investimento","fc_financiamento","fc_diferenca","liquidez_geral","liquidez_corrente","prop_capitalterceiros","endividamento_geral","margem_operacional","margem_liquida","roe","fluxocaixa_livre"
"019909_2016","2016-12-31","019909",19402241,999616,36711500,19402241,835029,8525463,10108956,1286382,169423,215416,NULL,NULL,NULL,NULL,"4.028753616797066","1.1971033341357007","0.4807784997294222","0.24821572503979994","0.13170504562408367","0.1674588108353506","0.021309421071770418",NULL
"019925_2016","2016-12-31","019925",9180532,1835557,16095652,9180532,636473,3846355,4729143,465681,138897,30579,NULL,NULL,NULL,NULL,"3.9999770234325296","2.8839510866918157","0.4866307112777494","0.2500014360437157","0.2982664098384946","0.06566512269128438","0.006466076411730413",NULL
"020320_2016","2016-12-31","020320",16484244,2777998,23055915,16484244,4825900,7180446,4583194,6808975,1268478,69868,NULL,NULL,NULL,NULL,"2.15168819889082","0.575643506910628","0.7237298924503031","0.46475135222449654","0.18629500034880433","0.010261162656640684","0.015244390702204619",NULL
"023531_2016","2016-12-31","023531",64064405,8370610,98913255,64064405,17649111,38304005,15797169,32478959,-900877,-1678437,NULL,NULL,NULL,NULL,"1.9173885686723864","0.47427941271376217","0.7798312717503492","0.5215426942345897","-0.027737249829959145","-0.051677672304706566","-0.10624922731408394",NULL
"020338_2016","2016-12-31","020338",5681045,3211975,6482083,5681045,816941,630067,4333606,5328071,1632780,784399,NULL,NULL,NULL,NULL,"6.699381067692784","3.9317098786815694","0.2503208136713505","0.14926752037175764","0.30644861902178105","0.1472200727054876","0.1810037645323548",NULL
"022810_2016","2016-12-31","022810",10795189,3389584,13847118,10795189,2761610,6717317,1323746,2962316,1529792,288387,NULL,NULL,NULL,NULL,"1.8184233299823915","1.227394164997954","0.8774612542654953","0.5499269523833503","0.5164175597741767","0.09735186928065744","0.21785674895334906",NULL
"023965_2016","2016-12-31","023965",105466,9309,187021,105466,23182,53618,29700,94373,6250,1517,5730,-20768,14694,-344,"2.556380208333333","0.40156155637994995","0.7211267605633803","0.39117811847399786","0.06622656903987369","0.016074512837358144","0.051077441077441076",-15038
"023264_2016","2016-12-31","023264",83841418,31763700,117716512,83841418,28773650,9350501,46651273,45602561,30498745,13083397,NULL,NULL,NULL,NULL,"3.920879759394511","1.1039162567140421","0.4497075827069883","0.25504480151526676","0.6687945661648257","0.28690048789145856","0.2804510179175604",NULL
"024260_2016","2016-12-31","024260",1154237,599456,1563922,1154237,233287,479924,443301,641196,57107,-21577,NULL,NULL,NULL,NULL,"3.033293092787408","2.5696073934681314","0.6166913961982237","0.3296747031725385","0.08906325055053368","-0.03365117686323683","-0.048673474681988085",NULL
"020036_2016","2016-06-30","020036",853529,296798,895819,853529,112035,56934,686015,139069,-11666,10572,NULL,NULL,NULL,NULL,"7.058200024856631","2.649154282143973","0.19762825971012324","0.14167918116209982","-0.08388641609560722","0.07601981750066514","0.015410741747629426",NULL
"020087_2016","2016-12-31","020087",38016671,26148333,34170941,38016671,10367249,15830606,12844858,21435696,1273613,591811,NULL,NULL,NULL,NULL,"2.3024508685921043","2.5222055532764767","0.6710049836956771","0.43431979967132894","0.05941551886162222","0.027608667336950478","0.046073767417280906",NULL
"020966_2016","2016-12-31","020966",2629673,1520854,2266008,2629673,816551,807154,1027804,2311271,104345,-6341,NULL,NULL,NULL,NULL,"2.33223522745819","1.8625339997134287","0.6123701635559223","0.42877321645203864","0.04514615551356808","-0.0027435121195221158","-0.006169464216912952",NULL
"020982_2016","2016-12-31","020982",7954446,1003592,13988894,7954446,717024,2781062,4456360,1109950,1096557,311802,NULL,NULL,NULL,NULL,"4.285911209730121","1.3996630517249073","0.43976488117462864","0.23332261240730856","0.9879336907067886","0.28091535654759225","0.06996786615084957",NULL
"020630_2016","2016-12-31","020630",230247,120970,130483,230247,13326,24923,203003,17094,-63713,-51180,NULL,NULL,NULL,NULL,"6.574106512588564","9.077742758517184","0.15854376336776482","0.1521119254890576","-3.727214227214227","-2.994032994032994","-0.25211450077092457",NULL
"080020_2016","2016-12-31","080020",2986065,1477839,3943129,2986065,67159,879114,2147493,574321,597222,194836,NULL,NULL,NULL,NULL,"5.728756923213491","22.005077502642983","0.30586443835765215","0.1745579387297619","1.039874913158321","0.33924582245817236","0.09072718746929559",NULL
"020257_2016","2016-12-31","020257",8410617,2056383,8232351,8410617,1074367,3038275,4307588,1391074,2341565,862066,NULL,NULL,NULL,NULL,"2.5017334355871483","1.9140414774467198","0.48842395041465614","0.3997228424799397","1.6832785315518801","0.6197125386571815","0.20012731022558333",NULL
"020435_2016","2016-12-31","020435",3128240,1713340,2360766,3128240,1052165,791770,1448085,341077,-915479,-456443,NULL,NULL,NULL,NULL,"2.209462914907521","1.6283947859888896","0.5601226602511528","0.45259868054488517","-2.684083066287085","-1.3382403386918496","-0.3152045632680402",NULL
"023230_2016","2016-03-31","023230",22783373,9188951,25988539,22783373,4173681,10319609,8555233,11867088,3614048,1185644,NULL,NULL,NULL,NULL,"2.4271569809201363","2.2016419079464864","0.6288164321852641","0.4120046654835237","0.30454379372597556","0.09991027284873931","0.13858699114331544",NULL
"020370_2016","2016-12-31","020370",343192,181404,430366,343192,50976,156325,145813,148706,-63608,-30370,NULL,NULL,NULL,NULL,"2.951119386785399","3.5586158192090394","0.587065366991963","0.33885447145168934","-0.4277433324815408","-0.20422847766734362","-0.20828046881965256",NULL
"023175_2016","2016-12-31","023175",1628572,307894,2135239,1628572,751938,758898,131225,485009,-53118,-83854,NULL,NULL,NULL,NULL,"1.6170735936924987","0.40946726990789134","0.9200851856295229","0.6184010448878551","-0.1095196171617434","-0.17289163706240504","-0.6390093351114497",NULL
"020605_2016","2016-12-31","020605",4750550,1232391,6815467,4750550,609448,1961334,2217185,384563,-592867,-250578,NULL,NULL,NULL,NULL,"3.130509704829114","2.0221429884091835","0.5369255886684265","0.3194367992079383","-1.5416641746605888","-0.6515915467686699","-0.11301627965190095",NULL
"020770_2016","2016-12-31","020770",3516165,2366962,2024618,3516165,445047,238363,2844413,572227,416234,232282,NULL,NULL,NULL,NULL,"6.4259814752491184","5.3184540059813905","0.19372003640772226","0.15561825128996853","0.7273931499212725","0.4059263194501483","0.08166254337889751",NULL
"020915_2016","2016-12-31","020915",12327013,8883636,6216580,12327013,2924359,4202897,5437487,4249049,1123304,574404,NULL,NULL,NULL,NULL,"2.1186577274620135","3.0378062337763594","0.567242481601096","0.471996956864723","0.26436597930501626","0.13518413179043123","0.10563776980064504",NULL
"021490_2016","2016-12-31","021490",10230001,3190900,12273740,10230001,1777465,3975271,4557811,1553811,2052641,689725,NULL,NULL,NULL,NULL,"2.6882234818354256","1.7951970924884597","0.557946731633152","0.3719928818258944","1.3210364709736255","0.44389246826029677","0.15132812659410405",NULL
"004669_2016","2016-12-31","004669",7720762,5392800,6089750,7720762,3045311,1235286,3616350,5921650,679128,317551,NULL,NULL,NULL,NULL,"2.6824646188370456","1.770853617249601","0.5420572026126046","0.37279149666232675","0.11468560283029224","0.0536254253459762","0.08780980823205718",NULL
"020540_2016","2016-12-31","020540",12464885,2307779,21644529,12464885,1313468,6823811,4437806,1646588,342564,-143706,NULL,NULL,NULL,NULL,"2.9435279286847607","1.7570119713613122","0.647095347665642","0.3397283885962054","0.20804475679404927","-0.08727501961632175","-0.03238221769946681",NULL
"021709_2016","2016-03-31","021709",961379,330576,1197053,961379,559343,283305,121431,443490,-66801,-87187,NULL,NULL,NULL,NULL,"1.8128910292316602","0.5910076643490667","0.8740445544400407","0.5516051344927335","-0.15062571873097477","-0.19659293332431396","-0.717996228310728",NULL
"021636_2016","2016-12-31","021636",5901136,171646,11440076,5901136,3346901,608024,1955598,483137,-1907609,-1101472,NULL,NULL,NULL,NULL,"2.93601572722618","0.05128505444290106","0.6691328330843141","0.34059763056676695","-3.9483811010127563","-2.2798336703667905","-0.5632405023936412",NULL
"021393_2016","2016-12-31","021393",2123880,1284736,1026959,2123880,311716,3719140,NULL,441605,3776528,1444026,2659,-80508,45716,-32133,"0.5734997727529835","4.121495207175762",NULL,"1.7436798539599732","8.551823462143771","3.269949389159996",NULL,-77849
"021180_2016","2016-12-31","021180",424213,80305,648702,424213,49626,146526,301324,110194,-247045,-127728,NULL,NULL,NULL,NULL,"3.7165412537216036","1.6182041671704348","0.39429439812171846","0.2690673752103889","-2.241909722852424","-1.159119371290633","-0.42388923550729446",NULL
"020842_2016","2016-12-31","020842",6145680,3411110,7332522,6145680,1584621,2646784,1964541,3393079,842701,453947,NULL,NULL,NULL,NULL,"2.5390223814548594","2.1526346047414493","0.6829312263212107","0.3938523769243027","0.2483587915282845","0.13378615705676172","0.2310702601778227",NULL
"021482_2016","2016-12-31","021482",7808106,974867,12547135,7808106,226987,4214386,3389345,143551,-627705,-237036,NULL,NULL,NULL,NULL,"3.04455446547723","4.29481424046311","0.5671731506612804","0.3284552834705985","-4.372696811586126","-1.6512319663394892","-0.06993563653154224",NULL
"021008_2016","2016-12-31","021008",3300170,284405,6093187,3300170,341915,1986534,973225,259227,413562,183379,NULL,NULL,NULL,NULL,"2.738987197056925","0.8318003012444614","0.7052328606640147","0.36509845722335327","1.5953662234258006","0.7074070216451218","0.1884240540471114",NULL
"020818_2016","2016-12-31","020818",228861024,53899875,192743994,228861024,48328846,178547967,1984211,665070,-3840332,-594913,NULL,NULL,NULL,NULL,"1.0871268233127023","1.1152733711042884","0.9913300615136634","0.9198558793285877","-5.7743275143969806","-0.8945118558948683","-0.29982345627556745",NULL
"023930_2016","2016-12-31","023930",301208,183412,272020,301208,76772,218547,67914,56989,-51922,225358,NULL,NULL,NULL,NULL,"1.542169653831958","2.389048090449643","0.8130291025319836","0.6484370883029739","-0.9110881047219639","3.954412254996578","3.3182848897134614",NULL
"021040_2016","2016-12-31","021040",4832899,927210,7751191,4832899,511928,2210321,2112310,421251,332776,14360,NULL,NULL,NULL,NULL,"3.1879526817715793","1.811211732899939","0.5630811414236542","0.3136809419154519","0.7899708249950742","0.03408893984821401","0.006798244575843508",NULL
"021016_2016","2016-12-31","021016",4141152,1512035,5181658,4141152,937314,856358,2434673,3184505,831884,368102,NULL,NULL,NULL,NULL,"3.7318378165015678","1.613157383758271","0.4242019040546597","0.267964485374516","0.26122866819175977","0.11559159115780945","0.15119155631988362",NULL
"021130_2016","2016-12-31","021130",871065,620819,303956,871065,234937,116781,523991,302468,22357,2866,NULL,NULL,NULL,NULL,"2.6293081389067376","2.6424913913091594","0.4016379870482089","0.3803281879376064","0.07391525715116971","0.009475382519803748","0.005469559591672376",NULL
"023396_2016","2016-12-31","023396",3365830,596430,5588866,3365830,460367,1825964,1093629,1439832,536860,103129,NULL,NULL,NULL,NULL,"2.7053370662428144","1.2955533302778002","0.6764372951159185","0.36963970681435454","0.37286294512137524","0.07162571744481301","0.09429980368113866",NULL
"021903_2016","2016-12-31","021903",6104720,1500698,9387052,6104720,1219511,4385984,951369,2579537,1974870,523673,NULL,NULL,NULL,NULL,"1.942335155057671","1.2305735659620947","0.8549048752574402","0.5148442056439576","0.7655908792934546","0.2030104627303272","0.5504415216388173",NULL
"080063_2016","2016-12-31","080063",14794875,2370372,12424503,14794875,11564970,1204072,2025833,2103696,1122467,728842,NULL,NULL,NULL,NULL,"1.1586519176614816","0.2049613617674754","0.8630719759376135","0.8630719759376135","0.5335690137738532","0.3464578532259414","0.35977397939514266",NULL
"080071_2016","2016-12-31","080071",50469850,13268597,79820072,50469850,6629067,29099598,16009749,12518139,4167750,459023,NULL,NULL,NULL,NULL,"2.605433732270713","2.0015783518253776","0.6905635916864402","0.38381325443594","0.3329368686511629","0.03666862941847826","0.02867146761638799",NULL
"023493_2016","2016-12-31","023493",2062145,141214,3370027,2062145,2367556,1403978,NULL,198726,-659494,-698949,NULL,NULL,NULL,NULL,"0.9309848459539275","0.05964547406692809",NULL,"1.074131339888091","-3.3186095427875566","-3.5171492406630236",NULL,NULL
"021520_2016","2016-12-31","021520",1016090,183014,881868,1016090,974416,323783,NULL,47366,-529462,-314978,-2148,-2,1728,-422,"0.8202763983025715","0.18781916553094366",NULL,"1.2191012713145681","-11.178102436346746","-6.649875438077946",NULL,-2150
"023272_2016","2016-12-31","023272",2882098,223643,5336827,2882098,357630,750184,1774284,96774,57347,35656,NULL,NULL,NULL,NULL,"5.019317322221961","0.6253474261107849","0.38437763046225354","0.1992302808935216","0.5925868518403703","0.36844607022547377","0.020095993651523657",NULL
"022560_2016","2016-12-31","022560",1244417,574396,1417254,1244417,313757,493631,440651,825695,-131103,-96635,NULL,NULL,NULL,NULL,"2.4667817703508104","1.830703378729399","0.6469252964050002","0.4053864885898627","-0.15877896802087937","-0.11703474043078861","-0.21930053489042348",NULL
"021342_2016","2016-12-31","021342",1687484,32422,3310249,1687484,454355,4294724,NULL,1093,-2409775,-1445855,NULL,NULL,NULL,NULL,"0.7038566846329573","0.07135829912733435",NULL,"1.4207437704757662","-2204.7346752058556","-1322.8316559926807",NULL,NULL
"023426_2016","2016-12-31","023426",773607,140161,1313038,773607,101426,339540,369747,194982,105930,26601,NULL,NULL,NULL,NULL,"3.2954899017157784","1.3819040482716463","0.5439236819935045","0.30344502026219394","0.5432809182386067","0.13642797796719697","0.0719437885905768",NULL
"023248_2016","2016-12-31","023248",1387852,473610,1888403,1387852,268289,582344,635692,960434,75407,20845,NULL,NULL,NULL,NULL,"2.776770945872074","1.7652978690889303","0.5723061914453433","0.36013053272780465","0.07851346370495005","0.0217037297721655","0.03279103716894345",NULL
"022519_2016","2016-12-31","022519",742508,400612,658473,742508,121764,188277,463773,360873,10400,-1936,NULL,NULL,NULL,NULL,"3.4159514386806906","3.2900693144114843","0.40066605153176343","0.29274420844408144","0.028819002807081717","-0.00536476821485675","-0.0041744560377598525",NULL
"024112_2016","2016-12-31","024112",8400409,2459490,11257295,8400409,3617643,3857132,1001987,6669891,361952,-126314,NULL,NULL,NULL,NULL,"1.8350766411029094","0.6798597871597613","0.8817960206975258","0.5449363681066663","0.05426655398116701","-0.018937940664997373","-0.12606351180204933",NULL
"021610_2016","2016-12-31","021610",31155875,11931641,46307248,31155875,3657832,8814118,19076385,2320781,2341156,1446064,NULL,NULL,NULL,NULL,"4.669589679240215","3.261943413475523","0.3953283113039088","0.21415157833797277","1.008779372116542","0.6230936913047805","0.07580388003282593",NULL
"021792_2016","2016-12-31","021792",3888009,1488779,5758739,3888009,1377171,682024,1834541,1545900,1677927,572628,NULL,NULL,NULL,NULL,"3.519587994337593","1.081041497388487","0.5288481294057943","0.2841241649900007","1.0854046186687367","0.3704172326799922","0.3121369323443848",NULL
"021601_2016","2016-12-31","021601",266731,42899,451109,266731,67340,49209,150182,83838,-11478,-16239,NULL,NULL,NULL,NULL,"4.238629246068177","0.6370507870507871","0.4369533350079293","0.2359253291444673","-0.1369068918628784","-0.19369498318185072","-0.10812880371815531",NULL
"022144_2016","2016-12-31","022144",2627962,261280,4815478,2627962,346880,953012,1349923,959131,260160,31705,NULL,NULL,NULL,NULL,"3.905522920365692","0.7532287822878229","0.49055952962754","0.25604765876175306","0.27124553371750054","0.03305596420092771","0.02348652478696933",NULL
"022187_2016","2016-12-31","022187",1082369,806373,1079895,1082369,79620,273660,834152,397871,512035,241622,NULL,NULL,NULL,NULL,"5.3393002717391305","10.127769404672193","0.29751598407319324","0.1872904592560548","1.2869372233713943","0.6072872865828371","0.28966183621210523",NULL
"023728_2016","2016-12-31","023728",90697,49767,95754,90697,28892,18986,44867,82166,14230,3062,NULL,NULL,NULL,NULL,"3.039412673879444","1.7225183441783192","0.5162326810070623","0.32901093312992624","0.1731859893386559","0.03726602244237276","0.06824614973142844",NULL
"023310_2016","2016-12-31","023310",3328429,2694569,1351242,3328429,2347956,302764,717223,1063929,738963,197209,NULL,NULL,NULL,NULL,"1.5263064374962274","1.1476232944740021","0.7870441987883999","0.6551764281623635","0.694560445292872","0.1853591734034884","0.27496190166796103",NULL
"024350_2016","2016-12-31","024350",259550,166500,240712,259550,127648,70554,61724,494843,35345,7539,NULL,NULL,NULL,NULL,"2.054530226738378","1.3043682627224868","0.7625324130714126","0.4867292712395509","0.07142669493152373","0.015235135184290776","0.12214049640334391",NULL
"023710_2016","2016-12-31","023710",309894,243650,198886,309894,264496,53698,NULL,683473,-37326,-52959,NULL,NULL,NULL,NULL,"1.3907741817884687","0.9211859536628153",NULL,"0.7190239890088038","-0.05461225242255363","-0.077485138403419",NULL,NULL
"023604_2016","2016-12-31","023604",725894,672406,101824,725894,212176,150649,363537,310794,-40937,-35791,NULL,NULL,NULL,NULL,"2.1338937504306483","3.16909546791343","0.49950988625506293","0.4686268938170828","-0.13171747202326944","-0.11515988082138008","-0.09845215205054782",NULL
"022500_2016","2016-12-31","022500",1458384,259288,2301831,1458384,1031504,177208,304336,1502656,-1137206,-634341,NULL,NULL,NULL,NULL,"2.118882744607483","0.25136887496316057","0.7988589919156563","0.47194683261496245","-0.7567972975850761","-0.42214651922995017","-2.0843442773776353",NULL
"080110_2016","2016-12-31","080110",31758230,7816976,49820810,31758230,5484678,16764514,10470936,27490512,1028404,103440,NULL,NULL,NULL,NULL,"2.590556367170547","1.4252388198541464","0.6799848704748344","0.3860174643071821","0.03740941601960705","0.003762752763571664","0.009878773015134464",NULL
"022136_2016","2016-03-31","022136",14461000,5619000,18177000,14461000,4456000,5083000,5053000,10194000,230000,-160000,NULL,NULL,NULL,NULL,"2.494601111227592","1.260996409335727","0.6537143640350878","0.40086569171289294","0.02256229154404552","-0.015695507161075144","-0.03166435780724322",NULL
"022365_2016","2016-12-31","022365",3563420,1451648,5159848,3563420,254532,747153,2779647,476454,289161,152898,NULL,NULL,NULL,NULL,"6.600374369187918","5.703204312227932","0.264902685085573","0.15150655766864263","0.6069022403002179","0.3209082093969197","0.055006265184032364",NULL
"022217_2016","2016-12-31","022217",386003,107482,627940,386003,31337,19938,342452,132121,-185769,-93506,NULL,NULL,NULL,NULL,"14.342701121404193","3.42987522736701","0.13022982929796534","0.06972187397167885","-1.4060520280651827","-0.707730035346387","-0.2730484856271828",NULL
"022497_2016","2016-12-31","022497",3589787,1018145,5720815,3589787,728650,836831,2067776,1964404,954051,420577,NULL,NULL,NULL,NULL,"4.304721679790428","1.3973032320043917","0.43087538261124936","0.2323030556643755","0.4856694447781617","0.21409903461813354","0.20339582237147544",NULL
"021067_2016","2016-12-31","021067",2291264,1382412,1424343,2291264,963528,915689,415617,602816,-118503,-119526,NULL,NULL,NULL,NULL,"1.4935768461013283","1.4347398311206316","0.8188901680905896","0.669533678571874","-0.1965823733942032","-0.1982794086421064","-0.28758688889049294",NULL
"022675_2016","2016-12-31","022675",3680118,434703,6715342,3680118,1627585,871703,1180830,392599,-16590,-88901,NULL,NULL,NULL,NULL,"2.8608327651715206","0.2670846683890549","0.6791325712925509","0.3495485692747388","-0.04225685750600486","-0.22644224768784435","-0.07528687448658994",NULL
"022586_2016","2016-12-31","022586",1187028,149332,2046309,1187028,64363,329788,836704,35371,1401327,693480,NULL,NULL,NULL,NULL,"5.5705579841228365","2.320152882867486","0.3202253717944031","0.17951523040424186","39.617963868706","19.60589183229199","0.8288235744062417",NULL
"024317_2016","2016-12-31","024317",1428462,685920,2024784,1428462,799616,92458,540320,1393284,-70899,-93456,NULL,NULL,NULL,NULL,"3.0386537439719126","0.8578117496398271","0.6227853509579069","0.3290931064402458","-0.05088625147493261","-0.06707605915233363","-0.17296416938110748",NULL
"023957_2016","2016-12-31","023957",174724,90902,88392,174724,59245,102616,13309,40721,15331,7471,NULL,NULL,NULL,NULL,"1.107703523393529","1.5343404506709426","0.9240223782611178","0.9027686369872946","0.37648878956803616","0.18346798948945262","0.5613494627695544",NULL
"001597_2016","2016-12-31","001597",1497321,160563,2827870,1497321,58119,470704,1043901,4305,-12353,-7036,NULL,NULL,NULL,NULL,"5.651102542816783","2.7626593712899394","0.3362465378540672","0.17695661907093116","-2.86945412311266","-1.6343786295005807","-0.0067401027492070605",NULL
"012696_2016","2016-12-31","012696",407681,227665,343778,407681,186822,966339,NULL,353124,-202292,-140902,NULL,NULL,NULL,NULL,"0.49554485453462266","1.2186198627570628",NULL,"2.017980795984901","-0.5728639231544727","-0.3990156432301401",NULL,NULL
"023620_2016","2016-12-31","023620",3844870,391586,6975983,3844870,357408,2600746,919417,567399,567234,487415,NULL,NULL,NULL,NULL,"2.490596838433699","1.095627406213627","0.762888416485475","0.4015101860600152","0.9997091993464916","0.8590339426047632","0.5301348571975502",NULL
"021156_2016","2016-12-31","021156",1112777,529868,1234829,1112777,395145,178640,549180,1648100,211072,69341,NULL,NULL,NULL,NULL,"3.075537004278606","1.340945728783105","0.5109553726073386","0.3251464699038985","0.12806989867119714","0.042073296523269216","0.12626279179868166",NULL
"004863_2016","2016-12-31","004863",17426,13870,10515,17426,563,12418,4481,2521,-2895,-1496,-502,-135,-71,-708,"1.878514752330329","24.635879218472468","0.7433856373840338","0.5323354521222062","-1.1483538278460927","-0.5934153113843713","-0.33385405043517075",-637
"011398_2016","2016-12-31","011398",644348,428125,469616,644348,124703,203299,421779,484948,138255,83999,NULL,NULL,NULL,NULL,"2.7369985548868603","3.4331571814631565","0.4374637394119083","0.36536372962803304","0.28509242228032694","0.17321238565784372","0.19915405935335803",NULL
"003069_2016","2016-12-31","003069",1657620,850705,1743599,1657620,173712,213851,1357444,1096154,46715,70182,NULL,NULL,NULL,NULL,"6.6938897675990745","4.8972149304596115","0.22209824946260961","0.14938997126011447","0.04261718700109656","0.06402567522446663","0.05170158032301885",NULL
"003115_2016","2016-12-31","003115",515319,241098,607107,515319,123643,246980,208633,46657,102463,55954,NULL,NULL,NULL,NULL,"2.2885924510891122","1.9499526863631584","0.6398259146215145","0.436949793976692","2.196090618771031","1.1992627044173436","0.26819343056946887",NULL
"022845_2016","2016-03-31","022845",11566748,5244614,13332998,11566748,3602957,8089154,212938,6162648,1324676,-272657,NULL,NULL,NULL,NULL,"1.5889014396117176","1.4556415744067996","0.9821136393474735","0.6293656579758475","0.21495240357716358","-0.04424348104905554","-1.2804525260874058",NULL
"023140_2016","2016-12-31","023140",1926878,1667081,937607,1926878,1061806,230987,635347,1548109,1420476,548273,NULL,NULL,NULL,NULL,"2.0147757606979617","1.570042926862346","0.6704871015590155","0.4963331500740204","0.9175555467993532","0.354156587165374","0.8629504821774557",NULL
"008745_2016","2016-12-31","008745",97140,49161,84182,97140,65134,14145,23236,184216,-47696,-26720,NULL,NULL,NULL,NULL,"1.6819460386735454","0.7547670955261461","0.7733404867580355","0.5945493951688503","-0.25891344942893124","-0.14504711859990446","-1.1499397486658633",NULL
"013986_2016","2016-12-31","013986",29399313,9644203,39910787,29399313,3829874,16030438,10143494,9882313,3735286,1691998,NULL,NULL,NULL,NULL,"2.495176812932244","2.5181515109896564","0.6619264236010591","0.4007732016493193","0.3779768967042432","0.1712147753263836","0.16680623067357264",NULL
"022349_2016","2016-12-31","022349",907148,711249,607066,907148,201830,42828,669699,1239110,308326,116149,NULL,NULL,NULL,NULL,"5.388399316597046","3.5240003963731854","0.26757382510332395","0.18558387031930912","0.24882859471717603","0.09373582652064788","0.17343463257373834",NULL
"021350_2016","2016-12-31","021350",4089767,2951007,1830171,4089767,753276,1668137,1747418,1358078,23161,-1397,NULL,NULL,NULL,NULL,"1.9745404852455983","3.9175640800981313","0.5808374098158453","0.5064469467566362","0.01705424872503641","-0.0010286596204341725","-0.0007994652681842582",NULL
"019739_2016","2016-12-31","019739",7417255,3935022,10278223,7417255,1841699,3441640,2196990,4439273,1298820,409315,NULL,NULL,NULL,NULL,"2.690201215557056","2.136626017606569","0.7062976775486747","0.3717194067927486","0.29257493287752295","0.09220316029223705","0.18630717481645342",NULL
"002453_2016","2016-12-31","002453",42035853,9280602,59909868,42035853,11447460,18469039,12934371,18772656,2173045,334754,NULL,NULL,NULL,NULL,"2.3127863323846816","0.810712769470258","0.6981538297822191","0.43237889553286746","0.115755863208701","0.017831999904542012","0.025880964756616307",NULL
"001325_2016","2016-12-31","001325",10689634,1830399,8859235,10689634,8413521,1318904,957209,3320033,38485,23514,NULL,NULL,NULL,NULL,"1.0983525688613065","0.21755445787797997","0.9104544645775524","0.9104544645775524","0.01159175225065534","0.007082459722538902","0.024565168108532202",NULL
"004707_2016","2016-12-31","004707",3247532,1857560,3797165,3247532,1282724,422788,1542020,30556,131117,95280,NULL,NULL,NULL,NULL,"3.3155586123111416","1.4481369335882075","0.5251717304094309","0.30160830102259617","4.291039403063228","3.1182091896845137","0.061789081853672455",NULL
"003077_2016","2016-12-31","003077",527224,214328,628374,527224,275207,180297,77524,505730,-224569,-142627,NULL,NULL,NULL,NULL,"1.8500430292598968","0.7787883302386931","0.8545592351621303","0.5405279683684149","-0.44404919621141714","-0.28202202756411526","-1.839778649192508",NULL
"019445_2016","2016-12-31","019445",10947481,2363414,17350006,10947481,1131451,4384988,5939687,4032875,1399826,434161,NULL,NULL,NULL,NULL,"3.573577084782411","2.088834602647397","0.48152743780925594","0.27983165782497404","0.3471037411276075","0.10765545671512258","0.0730949290762291",NULL
"023574_2016","2016-12-31","023574",1503408,539091,2273423,1503408,248593,241016,1040796,1540638,-113497,-76430,NULL,NULL,NULL,NULL,"5.744408293148206","2.168568704669882","0.3199211973301185","0.17408233345682902","-0.07366883070520135","-0.04960931769825228","-0.07343417922436289",NULL
"023485_2016","2016-12-31","023485",23038008,2568573,40008175,23038008,3395517,14467237,5682276,5014555,137799,-733329,NULL,NULL,NULL,NULL,"2.3835489197242485","0.7564600618992631","0.7586634631597411","0.4195424695188087","0.027479806283907546","-0.14624009508321276","-0.1290555052236111",NULL
"023868_2016","2016-12-31","023868",1491864,25298,2938725,1491864,942373,317601,373210,520399,56338,-29615,NULL,NULL,NULL,NULL,"2.352447748921803","0.02684499662023424","0.7714831886670455","0.42508914404510356","0.1082592395450414","-0.05690825693362209","-0.07935210739262077",NULL
"024236_2016","2016-12-31","024236",121565,85090,96779,121565,63213,3196,55790,204112,19987,6269,NULL,NULL,NULL,NULL,"2.7386197653932447","1.346083875152263","0.5434496190639858","0.3651474412901594","0.0979217292466881","0.030713529826761777","0.11236780785086933",NULL
"022942_2016","2016-12-31","022942",1641692,424902,1544756,1641692,99463,1364297,177932,275149,-301292,-133435,NULL,NULL,NULL,NULL,"1.3456154014319288","4.271960427495651","0.8916166978946112","0.7431543953315753","-1.095013974246681","-0.48495542415200493","-0.7499213182564126",NULL
"024090_2016","2016-12-31","024090",1016582,510105,1183036,1016582,373884,266173,407236,899414,308598,102944,NULL,NULL,NULL,NULL,"2.645297215716725","1.3643402766633501","0.6111537077016651","0.3780293549090123","0.34311006944521655","0.11445674628146771","0.25278708169218833",NULL
"003395_2016","2016-12-31","003395",263353,173283,229508,263353,66311,80985,145283,194122,-1486,1685,NULL,NULL,NULL,NULL,"2.734568487942646","2.613186349172837","0.5034400965209397","0.365688409125328","-0.007654979858027426","0.008680108385448327","0.011598053454292656",NULL
"080179_2016","2016-12-31","080179",882147295,446962892,927897409,882147295,205726270,533786279,163706575,794503251,246274728,47224856,NULL,NULL,NULL,NULL,"1.8591439764736162","2.172609710952325","0.8187520938717414","0.5378819567792582","0.3099732162077711","0.05943947484237544","0.28847256745796557",NULL
"023507_2016","2016-12-31","023507",775576,450247,745694,775576,142959,260172,376295,456587,-4500,-5351,NULL,NULL,NULL,NULL,"2.96663119432641","3.149483418322736","0.5172152327482019","0.3370826821724483","-0.009855733956507741","-0.011719562755838428","-0.014220226152353872",NULL
